strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
A43_000,32,2025-02-02,63527.88384444683,0.0,0.0,0.0,0.0,224.00128039539345,63751.88512484222,89512.89052835727,89512.89052835727,0.0,0.0,35.34258131830208,20705.932275449723,17860.252731833894,8346.275616059736,2554.704678504147,1345.3184688156816
A43_001,32,2025-02-02,63733.39497685621,0.0,4748.753434978213,2374.3767174891063,-2374.3767174891063,1388.521599217844,62747.53985858494,89971.59914928293,84591.34025905773,0.0,5380.258890225225,268.505704816832,22171.05375897854,18799.370176468983,3131.8844313649806,2141.8669196710453,1207.6262177861954
A43_010,32,2025-02-02,63733.80799408386,0.0,4258.603421671994,2129.301710835997,-2129.301710835997,1327.4915698542188,62931.99785310208,89972.52147448983,84905.18382432245,0.0,5067.337650167372,258.6318932388309,21214.538418186003,18023.845667009453,3616.845016384727,2141.036826984846,1207.6262177861954
A43_011,32,2025-02-02,63733.39497685621,178.63673648558984,5457.998356680699,2728.9991783403493,-2550.3624418547597,1327.4915698542184,62510.52410485566,89971.59914928293,83866.29140583685,119.84548858230892,6225.15323202841,258.6318932388309,22161.572976474134,18791.690742640414,2398.763115241943,2141.8669196710453,1207.6262177861954
A43_100,32,2025-02-02,63769.29747710562,0.0,349.78204150510044,174.89102075255022,-174.89102075255022,1256.4401588477763,64850.84661520084,90051.77445131377,89666.71307978699,0.0,385.0613715267847,237.7836509044718,21101.906280139694,17868.41872396454,8314.731224516303,2069.7091478432935,1207.6262177861954
A43_101,32,2025-02-02,63769.29747710562,0.0,4748.753434978213,2374.3767174891063,-2374.3767174891063,1388.521599217844,62783.44235883435,90051.77445131377,84671.51556108856,0.0,5380.258890225225,268.505704816832,22251.229061009377,18799.370176468983,3131.8844313649806,2069.7091478432935,1207.6262177861954
A43_110,32,2025-02-02,63769.29747710562,0.0,4258.603421671994,2129.301710835997,-2129.301710835997,1327.4915698542188,62967.48733612384,90051.77445131377,84984.4368011464,0.0,5067.337650167372,258.6318932388309,21293.79139500995,18023.845667009453,3616.845016384727,2069.7091478432935,1207.6262177861954
A43_111,32,2025-02-02,63769.29747710562,178.63673648558984,5457.998356680699,2728.9991783403493,-2550.3624418547597,1327.4915698542184,62546.42660510508,90051.77445131377,83946.46670786769,119.84548858230892,6225.15323202841,258.6318932388309,22241.748278504965,18791.690742640414,2398.763115241943,2069.7091478432935,1207.6262177861954
A43_update_only,32,2025-02-02,63527.88384444683,0.0,0.0,0.0,0.0,224.00128039539345,63751.88512484222,89512.89052835727,89512.89052835727,0.0,0.0,35.34258131830208,20705.932275449723,17860.252731833894,8346.275616059736,2554.704678504147,1345.3184688156816
A43_adjust_only,32,2025-02-02,63769.29747710562,0.0,1769.9490151401023,884.9745075700512,-884.9745075700512,1327.4915698542136,64211.81453938977,90051.77445131377,87785.82163150873,0.0,2265.952819805033,258.6318932388299,21231.90646532488,17973.718873964543,6429.987983387227,2069.7091478432926,1207.6262177861954
