date,slot,g_kwh,charge_kwh,discharge_kwh,emergency_kwh,waste_kwh,start_kwh,end_kwh,price,net_kwh
2025-02-01,37,0.0,0.0,535.1871833333332,0.0,0.0,10232.24074074074,9637.588314814815,0.9368,535.1871833333333
2025-02-01,38,0.0,0.0,533.3553333333333,0.0,0.0,9637.588314814815,9044.971277777779,0.8758,533.3553333333333
2025-02-01,39,0.0,0.0,504.52,0.0,0.0,9044.971277777779,8484.3935,0.8759,504.52
2025-02-01,40,0.0,0.0,519.5536833333333,0.0,0.0,8484.3935,7907.1116296296295,0.8601,519.5536833333333
2025-02-01,41,0.0,0.0,551.4800833333333,0.0,0.0,7907.1116296296295,7294.355981481482,0.8442,551.4800833333333
2025-02-01,42,0.0,0.0,552.0416666666666,0.0,0.0,7294.355981481482,6680.976351851852,0.8334,552.0416666666666
2025-02-01,43,0.0,0.0,514.5580499999999,0.0,0.0,6680.976351851852,6109.245185185186,0.8092,514.55805
2025-02-01,44,0.0,0.0,447.90854999999993,0.0,0.0,6109.245185185186,5611.569018518519,0.7972,447.90854999999993
2025-02-01,45,0.0,0.0,389.4241666666667,0.0,0.0,5611.569018518519,5178.875500000001,0.7644,389.4241666666667
2025-02-01,46,0.0,0.0,377.65374999999995,0.0,0.0,5178.875500000001,4759.260222222223,0.6899,377.65374999999995
2025-02-01,47,0.0,0.0,361.16134999999997,0.0,0.0,4759.260222222223,4357.9698333333345,0.86,361.16135
2025-02-01,48,0.0,0.0,299.92291666666665,0.0,0.0,4357.9698333333345,4024.7221481481492,1.1617,299.9229166666667
2025-02-01,49,0.0,0.0,202.22623333333337,0.0,0.0,4024.7221481481492,3800.0263333333346,1.1683,202.2262333333334
2025-02-01,50,0.0,0.0,129.7926,0.0,0.0,3800.0263333333346,3655.8123333333347,1.0956,129.7926
2025-02-01,51,0.0,0.0,86.28458333333333,0.0,0.0,3655.8123333333347,3559.9405740740754,1.0849,86.28458333333333
2025-02-01,52,0.0,0.0,35.96914999999997,0.0,0.0,3559.9405740740754,3519.974851851853,1.061,35.96914999999998
2025-02-01,53,0.0,0.0,62.453933333333296,0.0,0.0,3519.974851851853,3450.581592592594,1.043,62.4539333333333
2025-02-01,54,0.0,0.0,115.17666666666673,0.0,0.0,3450.581592592594,3322.60751851852,1.036,115.17666666666673
2025-02-01,55,0.0,0.0,45.82411666666659,0.0,0.0,3322.60751851852,3271.691833333335,1.0147,45.82411666666659
2025-02-01,56,0.0,31.360500000000076,0.0,0.0,0.0,3271.691833333335,3299.9162833333353,0.9922,-31.360500000000076
2025-02-01,57,0.0,61.70083333333332,0.0,0.0,0.0,3299.9162833333353,3355.447033333335,0.97,-61.70083333333332
2025-02-01,58,0.0,105.10811666666662,0.0,0.0,0.0,3355.447033333335,3450.044338333335,0.9422,-105.10811666666662
2025-02-01,59,0.0,170.19725,0.0,0.0,0.0,3450.044338333335,3603.221863333335,0.9569,-170.19725000000003
2025-02-01,60,0.0,215.43041666666664,0.0,0.0,0.0,3603.221863333335,3797.109238333335,0.9977,-215.43041666666667
2025-02-01,61,0.0,200.4176333333333,0.0,0.0,0.0,3797.109238333335,3977.4851083333347,0.9919,-200.41763333333333
2025-02-01,62,0.0,226.9201833333333,0.0,0.0,0.0,3977.4851083333347,4181.713273333335,0.9588,-226.9201833333333
2025-02-01,63,0.0,292.22541666666666,0.0,0.0,0.0,4181.713273333335,4444.716148333335,0.9549,-292.22541666666666
2025-02-01,64,0.0,301.08773333333335,0.0,0.0,0.0,4444.716148333335,4715.695108333335,0.9839,-301.08773333333335
2025-02-01,65,0.0,343.21740000000005,0.0,0.0,0.0,4715.695108333335,5024.590768333335,0.799,-343.21740000000005
2025-02-01,66,0.0,407.3499999999999,0.0,0.0,0.0,5024.590768333335,5391.205768333335,0.5025,-407.3499999999999
2025-02-01,67,655.610963976257,833.3333333333334,0.0,0.0,210.76109730959035,5391.205768333335,6141.205768333335,0.4662,-388.48346666666663
2025-02-01,68,27.280194879096058,422.52026154576265,0.0,0.0,0.0,6141.205768333335,6521.474003724521,0.5007,-395.2400666666667
2025-02-01,69,640.2712679210705,833.3333333333334,0.0,0.0,251.46543458773715,6521.474003724521,7271.474003724521,0.4827,-444.5275
2025-02-01,70,640.3604861896199,833.3333333333334,0.0,0.0,251.13425285628648,7271.474003724521,8021.474003724521,0.4785,-444.1071
2025-02-01,71,633.7045954578643,833.3333333333334,0.0,0.0,248.6385954578642,8021.474003724521,8771.474003724521,0.4662,-448.2673333333333
2025-02-01,72,675.0705025674295,833.3333333333334,0.0,0.0,302.3600859007628,8771.474003724521,9521.474003724521,0.4432,-460.6229166666667
2025-02-01,73,672.9680489865307,833.3333333333334,0.0,0.0,268.2765323198638,9521.474003724521,10271.474003724521,0.4411,-428.64181666666667
2025-02-01,74,673.7760537282634,587.2511069727544,0.0,0.0,512.9122134221756,10271.474003724521,10800.0,0.4551,-426.3872666666667
2025-02-01,75,677.9754097045904,0.0,0.0,0.0,1136.3662430379238,10800.0,10800.0,0.4463,-458.3908333333334
2025-02-01,76,681.2203571813629,0.0,0.0,0.0,1132.203957181363,10800.0,10800.0,0.4113,-450.98359999999997
2025-02-01,77,0.0,0.0,0.0,0.0,425.6543833333333,10800.0,10800.0,0.5682,-425.6543833333333
2025-02-01,78,0.0,0.0,0.0,0.0,413.54333333333335,10800.0,10800.0,0.8279,-413.54333333333335
2025-02-01,79,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0,0.8636,-421.64868333333334
2025-02-01,80,0.0,0.0,0.0,0.0,422.7244333333332,10800.0,10800.0,0.8416,-422.72443333333325
2025-02-01,81,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.8618,-410.2679166666667
2025-02-01,82,0.0,0.0,0.0,0.0,392.47571666666664,10800.0,10800.0,0.8623,-392.47571666666664
2025-02-01,83,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.9026,-323.70713333333333
2025-02-01,84,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.9754,-233.54250000000002
2025-02-01,85,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,1.0002,-202.90003333333334
2025-02-01,86,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.9978,-166.26881666666668
2025-02-01,87,0.0,0.0,0.0,0.0,116.58833333333328,10800.0,10800.0,1.0271,-116.5883333333333
2025-02-01,88,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,1.0906,-112.44431666666674
2025-02-01,89,0.0,0.0,0.0,0.0,93.76723333333332,10800.0,10800.0,0.9376,-93.76723333333332
2025-02-01,90,9.136330373873673,0.0,0.0,0.0,44.937997040540324,10800.0,10800.0,0.6694,-35.801666666666655
2025-02-01,91,110.42991160714223,0.0,0.0,0.0,82.0007616071423,10800.0,10800.0,0.66,28.429149999999936
2025-02-01,92,168.27746443121129,0.0,0.0,0.0,70.34339776454459,10800.0,10800.0,0.7217,97.9340666666667
2025-02-01,93,156.05281002459685,0.0,1.9646899754031324,0.0,0.0,10800.0,10797.81701113844,0.7308,158.0175
2025-02-01,94,239.2763288213724,2.425543179510391,0.0,0.0,53.69043564186199,10797.81701113844,10800.0,0.7534,183.16035000000002
2025-02-01,95,367.3710780084197,0.0,0.0,0.0,173.2330280084197,10800.0,10800.0,0.7823,194.13805000000002
2025-02-01,96,419.0707827492288,0.0,0.0,0.0,199.25203274922882,10800.0,10800.0,0.8055,219.81875
2025-02-01,97,377.6328408396178,0.0,0.0,0.0,104.72449083961783,10800.0,10800.0,0.8271,272.90835
2025-02-01,98,391.5614479331402,0.0,0.0,0.0,72.96689793314027,10800.0,10800.0,0.8519,318.59454999999997
2025-02-01,99,401.7129794321925,0.0,0.0,0.0,40.968812765525854,10800.0,10800.0,0.8791,360.7441666666667
2025-02-01,100,513.9637874342338,0.0,0.0,0.0,89.19652076756722,10800.0,10800.0,0.9024,424.76726666666667
2025-02-01,101,422.0629379388657,0.0,4.043612061134297,0.0,0.0,10800.0,10795.507097709851,0.9163,426.10654999999997
2025-02-01,102,409.1554470635527,4.992113655720863,0.0,0.0,17.089583407831917,10795.507097709851,10800.0,0.9264,387.07374999999996
2025-02-01,103,446.2870762486637,0.0,0.0,0.0,28.640992915330344,10800.0,10800.0,0.9462,417.64608333333337
2025-02-01,104,469.03805773086134,0.0,0.0,0.0,29.25725773086134,10800.0,10800.0,0.9742,439.7808
2025-02-01,105,469.9477091392052,0.0,0.0,0.0,33.81104247253853,10800.0,10800.0,0.9862,436.1366666666667
2025-02-01,106,441.27481729019627,0.0,4.030899376470359,0.0,0.0,10800.0,10795.521222915033,0.976,445.3057166666667
2025-02-01,107,433.93397671889335,0.0,5.958656614439917,0.0,0.0,10795.521222915033,10788.900493343433,1.0742,439.8926333333333
2025-02-01,108,0.0,0.0,428.47,0.0,0.0,10788.900493343433,10312.822715565655,1.2313,428.47
2025-02-01,109,0.0,0.0,454.13505,0.0,0.0,10312.822715565655,9808.228215565656,1.2561,454.13505000000004
2025-02-01,110,0.0,0.0,472.26531666666665,0.0,0.0,9808.228215565656,9283.488974824915,1.2447,472.26531666666665
2025-02-01,111,0.0,0.0,454.16833333333335,0.0,0.0,9283.488974824915,8778.857493343434,1.2545,454.16833333333335
2025-02-01,112,0.0,0.0,418.3726333333333,0.0,0.0,8778.857493343434,8313.999011861952,1.2522,418.37263333333334
2025-02-01,113,0.0,0.0,414.0822333333333,0.0,0.0,8313.999011861952,7853.907641491582,1.2881,414.0822333333333
2025-02-01,114,0.0,0.0,432.1383333333333,0.0,0.0,7853.907641491582,7373.753937787878,1.3466,432.1383333333333
2025-02-01,115,0.0,0.0,424.0141166666667,0.0,0.0,7373.753937787878,6902.627141491582,1.3523,424.0141166666667
2025-02-01,116,0.0,0.0,442.41246666666666,0.0,0.0,6902.627141491582,6411.057734084175,1.3445,442.41246666666666
2025-02-01,117,0.0,0.0,483.74666666666667,0.0,0.0,6411.057734084175,5873.561437787878,1.3483,483.74666666666667
2025-02-01,118,0.0,0.0,481.18446666666665,0.0,0.0,5873.561437787878,5338.912030380471,1.349,481.18446666666665
2025-02-01,119,0.0,0.0,444.76593333333335,0.0,0.0,5338.912030380471,4844.7276600101,1.3473,444.76593333333335
2025-02-01,120,0.0,0.0,418.095,0.0,0.0,4844.7276600101,4380.1776600101,1.3482,418.095
2025-02-01,121,0.0,0.0,436.7405166666666,0.0,0.0,4380.1776600101,3894.9104192693594,1.3513,436.7405166666667
2025-02-01,122,0.0,0.0,452.69785,0.0,0.0,3894.9104192693594,3391.9128081582485,1.34,452.69785
2025-02-01,123,0.0,0.0,449.9683333333333,0.0,0.0,3391.9128081582485,2891.9479933434336,1.3489,449.9683333333333
2025-02-01,124,0.0,0.0,455.06669999999997,0.0,0.0,2891.9479933434336,2386.318326676767,1.3952,455.0667
2025-02-01,125,0.0,0.0,454.01236666666665,0.0,0.0,2386.318326676767,1881.8601414915818,1.2226,454.01236666666665
2025-02-01,126,513.7272400781616,54.3222400781616,0.0,0.0,0.0,1881.8601414915818,1930.7501575619272,0.9332,459.405
2025-02-01,127,514.7142235295391,17.29345686287246,0.0,0.0,0.0,1930.7501575619272,1946.3142687385123,0.9068,497.4207666666667
2025-02-01,128,500.5617821315514,0.0,2.7213512017819426,0.0,0.0,1946.3142687385123,1943.2905451809768,0.9371,503.28313333333335
2025-02-01,129,503.9373264585245,26.380659791857852,0.0,0.0,0.0,1943.2905451809768,1967.033138993649,0.9371,477.5566666666667
2025-02-01,130,513.417580677563,34.281630677563044,0.0,0.0,0.0,1967.033138993649,1997.8866066034557,0.9871,479.13595000000004
2025-02-01,131,489.23076938112604,39.026669381126055,0.0,0.0,0.0,1997.8866066034557,2033.0106090464692,0.7764,450.2041
2025-02-01,132,458.39514285578144,66.31014285578141,0.0,0.0,0.0,2033.0106090464692,2092.6897376166726,0.4209,392.08500000000004
2025-02-01,133,440.97135117646235,69.20153450979569,0.0,0.0,0.0,2092.6897376166726,2154.9711186754885,0.3859,371.76981666666666
2025-02-01,134,439.3990616750657,75.82084500839903,0.0,0.0,0.0,2154.9711186754885,2223.2098791830476,0.4368,363.5782166666667
2025-02-01,135,439.1380643533637,79.98139768669705,0.0,0.0,0.0,2223.2098791830476,2295.193137101075,0.4198,359.1566666666667
2025-02-01,136,442.5141397201871,60.463423053520444,0.0,0.0,0.0,2295.193137101075,2349.6102178492433,0.4186,382.05071666666663
2025-02-01,137,438.02741207764274,20.858995410976092,0.0,0.0,0.0,2349.6102178492433,2368.383313719122,0.4241,417.16841666666664
2025-02-01,138,438.18315533505887,6.3864886683921895,0.0,0.0,0.0,2368.383313719122,2374.1311535206746,0.4237,431.7966666666667
2025-02-01,139,438.18315533505887,31.71820533505894,0.0,0.0,0.0,2374.1311535206746,2402.6775383222275,0.4248,406.46495
2025-02-01,140,444.00019259205686,43.04032592539022,0.0,0.0,0.0,2402.6775383222275,2441.413831655079,0.424,400.95986666666664
2025-02-01,141,466.6039570724356,56.65895707243561,0.0,0.0,0.0,2441.413831655079,2492.406893020271,0.422,409.945
2025-02-01,142,464.7230975461238,77.48639754612384,0.0,0.0,0.0,2492.406893020271,2562.1446508117824,0.424,387.2367
2025-02-01,143,500.9551618532778,46.24501185327779,0.0,0.0,0.0,2562.1446508117824,2603.7651614797323,0.4271,454.71015000000006
2025-02-01,144,635.8832774859777,55.05994415264445,0.0,0.0,0.0,2603.7651614797323,2653.3191112171125,0.4276,580.8233333333334
2025-02-02,1,1427.8096842881464,829.1456342881464,0.0,0.0,0.0,2653.3191112171125,3399.5501820764443,0.4248,598.66405
2025-02-02,2,1417.0218241017424,833.3333333333334,0.0,0.0,1.9540074350757095,3399.5501820764443,4149.550182076444,0.4245,581.7344833333333
2025-02-02,3,1407.2135598202099,822.6202264868766,0.0,0.0,0.0,4149.550182076444,4889.908385914633,0.4269,584.5933333333334
2025-02-02,4,1420.075813432048,833.3333333333334,0.0,0.0,0.6396134320481224,4889.908385914633,5639.908385914633,0.4272,586.1028666666667
2025-02-02,5,1419.37391334192,832.1770466752532,0.0,0.0,0.0,5639.908385914633,6388.867727922361,0.4271,587.1968666666667
2025-02-02,6,1432.575180688857,833.3333333333334,0.0,0.0,3.1685140221903794,6388.867727922361,7138.867727922361,0.4285,596.0733333333334
2025-02-02,7,601.1074090434266,0.0,10.947407623239997,0.0,0.0,7138.867727922361,7126.703941674316,0.4311,612.0548166666666
2025-02-02,8,1347.092545500534,748.768245500534,0.0,0.0,0.0,7126.703941674316,7800.595362624797,0.4302,598.3243
2025-02-02,9,1462.3834880351098,833.3333333333334,0.0,0.0,56.81682136844313,7800.595362624797,8550.595362624797,0.4279,572.2333333333333
2025-02-02,10,616.3680281743808,24.715294841047466,0.0,0.0,0.0,8550.595362624797,8572.83912798174,0.4312,591.6527333333333
2025-02-02,11,610.1130340687023,0.0,14.182665931297606,0.0,0.0,8572.83912798174,8557.080610280298,0.4333,624.2957
2025-02-02,12,625.4760170009584,0.0,3.1889829990415137,0.0,0.0,8557.080610280298,8553.537295836919,0.4311,628.665
2025-02-02,13,1463.7313816787391,833.3333333333334,0.0,0.0,31.323931678739086,8553.537295836919,9303.537295836919,0.4293,599.0741166666667
2025-02-02,14,638.3831935812285,26.52261024789516,0.0,0.0,0.0,9303.537295836919,9327.407645060024,0.4324,611.8605833333334
2025-02-02,15,620.7091199990682,0.0,26.429213334265114,0.0,0.0,9327.407645060024,9298.041852466396,0.4367,647.1383333333333
2025-02-02,16,621.132468339097,2.597235005763764,0.0,0.0,0.0,9298.041852466396,9300.379363971584,0.4348,618.5352333333334
2025-02-02,17,646.4816584734872,13.63914180682059,0.0,0.0,0.0,9300.379363971584,9312.654591597722,0.4335,632.8425166666667
2025-02-02,18,650.4728503365619,0.0,32.26881633010464,0.0,0.0,9312.654591597722,9276.800351230939,0.4357,682.7416666666667
2025-02-02,19,640.5967446396135,0.0,9.694522027053154,0.0,0.0,9276.800351230939,9266.028660089769,0.4374,650.2912666666667
2025-02-02,20,640.9750940643873,15.691394064387396,0.0,0.0,0.0,9266.028660089769,9280.150914747717,0.4371,625.2837000000001
2025-02-02,21,660.5786714768399,11.752004810173275,0.0,0.0,0.0,9280.150914747717,9290.727719076873,0.4356,648.8266666666667
2025-02-02,22,678.2742951626029,11.037328495936322,0.0,0.0,0.0,9290.727719076873,9300.661314723215,0.4353,667.2369666666667
2025-02-02,23,670.6129156460709,12.057415646070922,0.0,0.0,0.0,9300.661314723215,9311.512988804678,0.436,658.5555
2025-02-02,24,675.3961268056263,37.74112680562632,0.0,0.0,0.0,9311.512988804678,9345.480002929742,0.4378,637.655
2025-02-02,25,679.9442337898657,43.28965045653251,0.0,0.0,0.0,9345.480002929742,9384.44068834062,0.4401,636.6545833333333
2025-02-02,26,683.5860467933074,37.67938012664081,0.0,0.0,0.0,9384.44068834062,9418.352130454597,0.4389,645.9066666666666
2025-02-02,27,688.6584764875952,35.69347648759526,0.0,0.0,0.0,9418.352130454597,9450.476259293433,0.4364,652.965
2025-02-02,28,692.1586331216268,35.90314978829349,0.0,0.0,0.0,9450.476259293433,9482.789094102896,0.4393,656.2554833333334
2025-02-02,29,659.5444231225575,0.0,5.842676877442386,0.0,0.0,9482.789094102896,9476.297230905739,0.4422,665.3871
2025-02-02,30,679.7737986350757,0.0,1.259534698257653,0.0,0.0,9476.297230905739,9474.897747907675,0.4395,681.0333333333333
2025-02-02,31,684.431113605168,0.0,6.589653061498666,0.0,0.0,9474.897747907675,9467.575911172677,0.4333,691.0207666666666
2025-02-02,32,657.2757354606614,0.0,21.944231206005156,0.0,0.0,9467.575911172677,9443.193432054893,0.4439,679.2199666666667
2025-02-02,33,1512.9042416570715,833.3333333333334,0.0,0.0,31.62424165707148,9443.193432054893,10193.193432054893,0.4301,647.9466666666666
2025-02-02,34,1527.052834092369,674.2295199390072,0.0,0.0,219.32861415336185,10193.193432054893,10800.0,0.3713,633.4947
2025-02-02,35,737.2442946859479,0.0,0.0,0.0,13.506228019281366,10800.0,10800.0,0.5708,723.7380666666667
2025-02-02,36,883.0315377308266,0.0,0.0,0.0,27.498204397493282,10800.0,10800.0,0.9099,855.5333333333333
2025-02-02,37,218.62501507050786,0.0,648.6245015961587,0.0,0.0,10800.0,10079.306109337602,0.9368,867.2495166666666
2025-02-02,38,852.0976833974868,0.0,2.571133269179768,0.0,0.0,10079.306109337602,10076.44929459407,0.8758,854.6688166666667
2025-02-02,39,886.3482199340015,12.846553267334798,0.0,0.0,0.0,10076.44929459407,10088.01119253467,0.8759,873.5016666666667
2025-02-02,40,885.6319827149199,9.619616048253306,0.0,0.0,0.0,10088.01119253467,10096.668846978098,0.8601,876.0123666666667
2025-02-02,41,853.3777189092167,18.62438557588348,0.0,0.0,0.0,10096.668846978098,10113.430793996393,0.8442,834.7533333333332
2025-02-02,42,814.8911028548367,46.969852854836745,0.0,0.0,0.0,10113.430793996393,10155.703661565745,0.8334,767.92125
2025-02-02,43,782.1055858924047,46.60860255907153,0.0,0.0,0.0,10155.703661565745,10197.65140386891,0.8092,735.4969833333333
2025-02-02,44,762.9412386553395,54.26710532200627,0.0,0.0,0.0,10197.65140386891,10246.491798658715,0.7972,708.6741333333333
2025-02-02,45,704.6957357603065,48.11906909363995,0.0,0.0,0.0,10246.491798658715,10289.79896084299,0.7644,656.5766666666666
2025-02-02,46,1484.7970477478875,566.890043507788,0.0,0.0,318.86045424009944,10289.79896084299,10800.0,0.6899,599.04655
2025-02-02,47,729.1963459041199,0.0,0.0,0.0,60.548779237453346,10800.0,10800.0,0.86,668.6475666666666
2025-02-02,48,68.40216997146456,0.0,742.746996695202,0.0,0.0,10800.0,9974.725559227554,1.1617,811.1491666666666
2025-02-02,49,0.0,0.0,822.83135,0.0,0.0,9974.725559227554,9060.468503671998,1.1683,822.83135
2025-02-02,50,0.0,0.0,758.8758666666665,0.0,0.0,9060.468503671998,8217.273096264591,1.0956,758.8758666666666
2025-02-02,51,0.0,0.0,692.56625,0.0,0.0,8217.273096264591,7447.755040709036,1.0849,692.56625
2025-02-02,52,0.0,0.0,640.1275,0.0,0.0,7447.755040709036,6736.502262931258,1.061,640.1275
2025-02-02,53,0.0,0.0,586.0843,0.0,0.0,6736.502262931258,6085.29748515348,1.043,586.0843000000001
2025-02-02,54,0.0,0.0,521.2029166666666,0.0,0.0,6085.29748515348,5506.183133301628,1.036,521.2029166666667
2025-02-02,55,0.0,0.0,454.83883333333324,0.0,0.0,5506.183133301628,5000.806651820147,1.0147,454.83883333333324
2025-02-02,56,0.0,0.0,413.7835666666666,0.0,0.0,5000.806651820147,4541.0471333016285,0.9922,413.7835666666667
2025-02-02,57,0.0,0.0,374.2824999999999,0.0,0.0,4541.0471333016285,4125.177688857184,0.97,374.28249999999997
2025-02-02,58,72.42688719045805,0.0,216.5458294762086,0.0,0.0,4125.177688857184,3884.571211661397,0.9422,288.97271666666666
2025-02-02,59,0.0,0.0,231.40539999999993,0.0,0.0,3884.571211661397,3627.4541005502856,0.9569,231.40539999999996
2025-02-02,60,0.0,0.0,222.36291666666676,0.0,0.0,3627.4541005502856,3380.3841931428783,0.9977,222.3629166666668
2025-02-02,61,0.0,0.0,210.75953333333337,0.0,0.0,3380.3841931428783,3146.206933883619,0.9919,210.75953333333337
2025-02-02,62,0.0,0.0,192.03328333333334,0.0,0.0,3146.206933883619,2932.8366190688043,0.9588,192.03328333333334
2025-02-02,63,0.0,0.0,165.07499999999996,0.0,0.0,2932.8366190688043,2749.419952402138,0.9549,165.07499999999996
2025-02-02,64,0.0,0.0,126.60864999999997,0.0,0.0,2749.419952402138,2608.74367462436,0.9839,126.60864999999997
2025-02-02,65,242.39789442512892,142.597644425129,0.0,0.0,0.0,2608.74367462436,2737.081554606976,0.799,99.80024999999993
2025-02-02,66,1047.5520754888896,833.3333333333334,0.0,0.0,128.75499215555624,2737.081554606976,3487.081554606976,0.5025,85.46375000000005
2025-02-02,67,1050.656019421048,833.3333333333334,0.0,0.0,156.801769421048,3487.081554606976,4237.081554606976,0.4662,60.520916666666686
2025-02-02,68,1047.447272408265,833.3333333333334,0.0,0.0,190.06922240826486,4237.081554606976,4987.081554606976,0.5007,24.044716666666773
2025-02-02,69,1027.593602296386,833.3333333333334,0.0,0.0,179.85610229638598,4987.081554606976,5737.081554606976,0.4827,14.404166666666697
2025-02-02,70,1032.4751890719326,833.3333333333334,0.0,0.0,144.09617240526586,5737.081554606976,6487.081554606976,0.4785,55.04568333333342
2025-02-02,71,996.3869072246396,833.3333333333334,0.0,0.0,175.67090722463968,6487.081554606976,7237.081554606976,0.4662,-12.61733333333344
2025-02-02,72,977.6302951852465,833.3333333333334,0.0,0.0,277.6998785185798,7237.081554606976,7987.081554606976,0.4432,-133.40291666666675
2025-02-02,73,974.8619815051356,833.3333333333334,0.0,0.0,228.16538150513554,7987.081554606976,8737.081554606975,0.4411,-86.63673333333327
2025-02-02,74,970.2390512576991,833.3333333333334,0.0,0.0,158.800051257699,8737.081554606975,9487.081554606975,0.4551,-21.894333333333332
2025-02-02,75,959.9969213991494,833.3333333333334,0.0,0.0,166.2023380658161,9487.081554606975,10237.081554606975,0.4463,-39.538750000000014
2025-02-02,76,980.7348291604176,625.464939325583,0.0,0.0,439.1983065015012,10237.081554606975,10800.0,0.4113,-83.92841666666664
