policy,date,normal_cost,emergency_cost,total_cost,emergency_kwh,start_kwh,end_kwh
main,2025-03-04,49519.03744455069,2.393579556780878e-11,49519.03744455071,5.425437876738215e-12,1435.0316668633363,1693.6639204160965
main,2025-03-05,47661.29829409412,14.95269000002636,47676.25098409415,3.286666666671558,1693.6639204160965,1592.5742658986467
main,2025-03-06,45910.808780896434,5.0821274744095035e-11,45910.808780896485,1.0546230555519287e-11,1592.5742658986467,1518.7044884955026
main,2025-03-07,19228.134099674826,1.0853542287136973e-11,19228.134099674837,1.986633080264255e-12,1518.7044884955026,2301.250956593889
main,2025-03-08,18830.7782478528,2.7456718232343745e-11,18830.778247852828,7.02371494298859e-12,2301.250956593889,1934.938620546508
main,2025-03-09,44646.030823848465,460.3820013898857,45106.41282523835,132.05219588325483,1934.938620546508,1341.1972898083159
main,2025-03-10,44382.309444114544,3.2069956135138965e-11,44382.30944411457,6.673106511811966e-12,1341.1972898083159,1470.878212166467
main,2025-03-11,44880.87617123278,5.469664349222469e-11,44880.87617123284,1.154465412156469e-11,1470.878212166467,1903.900269996937
main,2025-03-12,45128.41790512835,4.4112550501296256e-11,45128.41790512839,9.811929047032208e-12,1903.900269996937,1348.8976856221661
main,2025-03-13,43357.140572019096,6378.503538063064,49735.64411008216,1126.1255177933956,1348.8976856221661,1516.037715113676
main,2025-03-14,18506.929662326904,1.7730092949364008e-11,18506.929662326922,3.4434677331773855e-12,1516.037715113676,2154.8452054422733
main,2025-03-15,18853.464315035504,2.1167152031154046e-11,18853.464315035526,4.367173289665516e-12,2154.8452054422733,1432.0460452375903
main,2025-03-16,45542.182649357565,7.461180000044673,45549.64382935761,1.640000000009401,1432.0460452375903,1627.0501252109862
main,2025-03-17,44952.828418551115,3.604045284433255e-11,44952.82841855115,6.672884467207041e-12,1627.0501252109862,2108.9361949387567
main,2025-03-18,43515.9449135333,2.9007685142801168e-11,43515.94491353333,5.433875571725366e-12,2108.9361949387567,1882.8373052931202
main,2025-03-19,43379.213918126086,3.540534487811442e-11,43379.21391812612,6.759925952337653e-12,1882.8373052931202,2104.0723463251315
main,2025-03-20,43082.33405525424,492.3015113501468,43574.63556660439,70.94584474380507,2104.0723463251315,1587.540625085357
main,2025-03-21,16673.38938897355,2.081608041493155e-11,16673.38938897357,4.175326751010289e-12,1587.540625085357,1876.3586087534854
main,2025-03-22,16515.859754041696,2.4563341582961585e-11,16515.85975404172,4.5776715751344454e-12,1876.3586087534854,2264.2095625307297
main,2025-03-23,42596.24193848883,2.4830822287214004e-11,42596.24193848885,5.7691629251621634e-12,2264.2095625307297,1635.7682406458096
main,2025-03-24,40131.32887951024,2.9073055851647215e-11,40131.32887951027,5.742295527966235e-12,1635.7682406458096,1802.9900319344854
main,2025-03-25,40263.477523708585,2.997867087906059e-11,40263.477523708614,6.908695837637424e-12,1802.9900319344854,1622.2837970457365
main,2025-03-26,40428.53282479363,2.714771196732357e-11,40428.532824793656,5.689004822784227e-12,1622.2837970457365,1742.1921816782512
main,2025-03-27,40244.99581039317,3.7990337098392504e-11,40244.99581039321,8.519407401763601e-12,1742.1921816782512,1612.4855870013312
main,2025-03-28,16262.923847749073,1.388967590942869e-11,16262.923847749087,2.8806956819948937e-12,1612.4855870013312,1863.032402855199
main,2025-03-29,15722.044028361262,2.892948014476815e-11,15722.044028361292,5.167422045815329e-12,1863.032402855199,1761.2410924789822
main,2025-03-30,38541.34479824522,3.13300514420689e-11,38541.34479824525,8.234302129039861e-12,1761.2410924789822,1805.5746492371563
main,2025-03-31,38484.31733901841,3.200844078676823e-11,38484.31733901844,6.254552431528282e-12,1805.5746492371563,1957.0833844119566
main,2025-04-01,38201.16967445068,1521.8048500141642,39722.974524464844,229.28279772073563,1957.0833844119566,1653.0325297735756
main,2025-04-02,39058.7825634452,7769.73712685475,46828.51969029995,1559.7133778580555,1653.0325297735756,1648.6128329897022
main,2025-04-03,38643.71532326365,1.8239262100649967e-11,38643.71532326367,4.1882053380959405e-12,1648.6128329897022,1680.8751025340812
main,2025-04-04,16035.770928936927,1.953396022713605e-11,16035.770928936947,3.554045946430051e-12,1680.8751025340812,2167.17809115888
main,2025-04-05,15016.166277349546,2.0496403796421703e-11,15016.166277349566,4.108158258020467e-12,2167.17809115888,1622.8628011890419
main,2025-04-06,37903.082375710466,2.409369637135228e-11,37903.08237571049,5.991651619297045e-12,1622.8628011890419,1566.762876172506
main,2025-04-07,38119.17163247048,3.300616176378501e-11,38119.17163247052,6.544809832975673e-12,1566.762876172506,1835.531099270079
main,2025-04-08,38122.78328998404,1489.1455573820022,39611.92884736604,254.00560971681332,1835.531099270079,1365.5902513649762
main,2025-04-09,39061.842150308345,263.7074238533735,39325.54957416172,66.18064150432788,1365.5902513649762,1590.634246246556
main,2025-04-10,39416.07727662865,3.1329179861483425e-11,39416.07727662868,6.188494161563085e-12,1590.634246246556,1870.1878568550667
main,2025-04-11,15703.654965931051,1.234624535939588e-11,15703.654965931064,2.3310242625029787e-12,1870.1878568550667,2325.1041900714995
main,2025-04-12,14512.568893940417,2.132591059300637e-11,14512.568893940439,3.848199536804486e-12,2325.1041900714995,2015.816470739122
main,2025-04-13,35675.313979460596,1505.2286515366345,37180.54263099723,261.2213460440053,2015.816470739122,1559.6630339008962
main,2025-04-14,36593.41037449014,2.8256510242741226e-11,36593.410374490166,6.978861932793734e-12,1559.6630339008962,1753.9791553295863
main,2025-04-15,37998.73099548024,2.626688155871193e-11,37998.73099548027,5.1736392947532295e-12,1753.9791553295863,1764.6767340402146
main,2025-04-16,37096.205633420715,2.689311495718272e-11,37096.205633420745,5.6402105208519515e-12,1764.6767340402146,1680.2206502417105
main,2025-04-17,35906.49126351392,3.1804393285650435e-11,35906.49126351395,6.85906886843668e-12,1680.2206502417105,1902.2012894951736
main,2025-04-18,14226.984490409377,2.021017220243948e-11,14226.984490409397,3.483435762063891e-12,1902.2012894951736,2329.869819597733
main,2025-04-19,14155.869689687772,1.0250531867761481e-11,14155.869689687783,2.113198505071523e-12,2329.869819597733,2227.008444762571
main,2025-04-20,35624.03235930202,3.439426232709764e-11,35624.03235930206,7.489564524121306e-12,2227.008444762571,1960.0044549671877
main,2025-04-21,35259.56893344555,2.9312995586394666e-11,35259.56893344558,6.9331207441791776e-12,1960.0044549671877,1506.9846442448404
main,2025-04-22,36058.63029750757,3.074369581135272e-11,36058.630297507596,7.190248396682364e-12,1506.9846442448404,1681.6554453982558
main,2025-04-23,35536.33719534629,2.808425625389077e-11,35536.33719534632,5.2451376575390896e-12,1681.6554453982558,1891.0252410273586
main,2025-04-24,34868.27963729543,3.5222236682841415e-11,34868.27963729547,6.609823799408332e-12,1891.0252410273586,1959.5244075736957
main,2025-04-25,12931.514854481737,1.928188964051003e-11,12931.514854481757,3.290256955779114e-12,1959.5244075736957,1673.286384685701
main,2025-04-26,12973.750526924081,2.5305643358564113e-11,12973.750526924106,4.616973470206176e-12,1673.286384685701,1469.4671765048597
main,2025-04-27,33277.998080219135,2736.702138955796,36014.700219174934,466.91367339745346,1469.4671765048597,1438.1001075387674
main,2025-04-28,33287.03299850569,26831.808699886173,60118.84169839186,4318.4152480510475,1438.1001075387674,1610.3159433878209
main,2025-04-29,35354.778510642165,14.821072173962786,35369.599582816125,2.1245803001683043,1610.3159433878209,1788.1853623682541
main,2025-04-30,35576.580641503715,2.329601844763829e-11,35576.58064150374,5.10702591327572e-12,1788.1853623682541,1695.2417800190128
main,2025-05-01,33712.15261638107,11861.945722393357,45574.09833877443,2225.91369875944,1695.2417800190128,1253.739122520755
main,2025-05-02,14097.242318282273,9506.153366380933,23603.395684663206,1712.775405888432,1253.739122520755,1200.0
main,2025-05-03,14126.44250048888,6446.364692772861,20572.807193261742,1161.0437600054668,1200.0,1200.0
main,2025-05-04,35116.079466768526,9469.491079787695,44585.57054655622,1769.927655917751,1200.0,1208.1742217452916
main,2025-05-05,38171.125051325114,251.34273117753605,38422.46778250265,36.02963462980912,1208.1742217452916,1551.2217307474912
main,2025-05-06,39613.89817027985,2.5847185058935905e-11,39613.89817027988,6.0107474553205975e-12,1551.2217307474912,1538.094074973094
main,2025-05-07,38849.29028079098,3.076629062626068e-11,38849.29028079101,5.945022252262788e-12,1538.094074973094,1834.3622598456996
main,2025-05-08,39243.3772742647,243.22893262502748,39486.60620688972,35.99925000000575,1834.3622598456996,2308.8838840773487
main,2025-05-09,18912.87418891151,1.4944298243335652e-11,18912.874188911526,2.575717417130363e-12,2308.8838840773487,4574.960870898082
main,2025-05-10,15078.50581120759,2.1771294982098064e-11,15078.505811207611,4.505021355960537e-12,4574.960870898082,2044.2036093007928
main,2025-05-11,38916.44775897148,210.7301215018879,39127.17788047337,31.28297837293892,2044.2036093007928,1944.0962894722513
main,2025-05-12,39415.044300684494,2.5947429538319967e-11,39415.04430068452,5.015321491441682e-12,1944.0962894722513,2720.646893635037
main,2025-05-13,38272.53375352373,2.3144975713762505e-11,38272.53375352375,4.305888978706207e-12,2720.646893635037,2109.610704161287
main,2025-05-14,37782.556495619574,1.8338733198675074e-11,37782.556495619596,4.437339384821826e-12,2109.610704161287,1904.4076879487618
main,2025-05-15,37930.347430082074,3.4093973505511244e-11,37930.34743008211,7.1833095027784566e-12,1904.4076879487618,2842.132316712758
main,2025-05-16,15442.746169951966,2.059735415560482e-11,15442.746169951986,3.751110533301016e-12,2842.132316712758,2334.8415985310744
main,2025-05-17,15477.355502182469,1.7960010478823564e-11,15477.355502182487,3.6368130729158565e-12,2334.8415985310744,2077.673972543066
main,2025-05-18,38743.38269000419,2.3207995511476122e-11,38743.38269000421,5.898920241165229e-12,2077.673972543066,2438.6320873932364
main,2025-05-19,37790.21700745904,428.0680453866407,38218.28505284568,63.469203853013354,2438.6320873932364,2234.2334180549606
main,2025-05-20,36932.88348824276,1.9750988400346613e-11,36932.883488242784,4.050093593832571e-12,2234.2334180549606,1826.9546433086941
main,2025-05-21,38101.29400429421,3.296669137675679e-11,38101.29400429424,7.56739115814753e-12,1826.9546433086941,1993.9186101392415
main,2025-05-22,37713.04606960245,8.469691588240666,37721.51576119069,1.2557923624062843,1993.9186101392415,2795.6185286112395
main,2025-05-23,16510.607878220286,2.0807233006014947e-11,16510.607878220308,3.67965380387858e-12,2795.6185286112395,3488.424532430508
main,2025-05-24,15215.561594417482,1.4593680042196412e-11,15215.561594417497,2.7045032879868813e-12,3488.424532430508,2746.2582180584136
main,2025-05-25,37889.36106628068,2.664541626229422e-11,37889.36106628071,6.547762332331786e-12,2746.2582180584136,2280.270618196319
main,2025-05-26,38290.666020205594,2.1273755201889343e-11,38290.666020205615,4.4426684553400264e-12,2280.270618196319,2518.4283910465974
main,2025-05-27,37131.474834867935,3.3198174875792574e-11,37131.47483486797,7.66231522675298e-12,2518.4283910465974,2053.144018631494
main,2025-05-28,38252.96406740106,3.413645011107747e-11,38252.964067401095,7.66497976201208e-12,2053.144018631494,2397.789378071457
main,2025-05-29,37062.08739819391,119.7776955833609,37181.86509377727,17.81743333333993,2397.789378071457,2677.7206413161193
main,2025-05-30,16147.870880978367,2.149895550473957e-11,16147.87088097839,3.824496275228739e-12,2677.7206413161193,3258.5681871176266
main,2025-05-31,15229.719833294796,1.0560640362200502e-11,15229.719833294806,2.1103119252074976e-12,3258.5681871176266,2883.9999286550014
main,2025-06-01,36532.785229912064,68956.27377388718,105489.05900379925,12521.166493783738,2883.9999286550014,1200.0
main,2025-06-02,39682.25483746456,36902.18973342504,76584.44457088961,7513.391430464413,1200.0,1200.0
main,2025-06-03,49516.622198140176,102.81954368286186,49619.44174182304,15.249256167900786,1200.0,2417.3768906351706
main,2025-06-04,49377.18805331521,3.227692957352701e-11,49377.188053315236,6.348699344016495e-12,2417.3768906351706,2512.0450507996125
main,2025-06-05,51311.48550651204,72.80343091566209,51384.28893742771,10.812926023419882,2512.0450507996125,2299.3057163660847
main,2025-06-06,27647.61741606717,4.044456680674102e-11,27647.61741606721,8.665068662594422e-12,2299.3057163660847,3719.571165619424
main,2025-06-07,19091.79820500399,4620.808895730846,23712.607100734836,694.1440828682393,3719.571165619424,1202.248233769987
main,2025-06-08,54482.590697009575,738.3549574036174,55220.94565441319,109.51689879599925,1202.248233769987,1417.4231963089692
main,2025-06-09,50191.27995757571,48.93935727998391,50240.21931485569,7.256187601749348,1417.4231963089692,2615.8343352271786
main,2025-06-10,52129.47965641739,3.7796681784385556e-11,52129.479656417425,7.049472117159894e-12,2615.8343352271786,2755.0218414766114
main,2025-06-11,49816.533505864856,12417.263981412692,62233.79748727755,2528.4163401837905,2755.0218414766114,2066.286232631148
main,2025-06-12,54429.333306775254,2.980086133419491e-11,54429.33330677528,5.739408948102209e-12,2066.286232631148,2860.5872687002084
main,2025-06-13,23883.78833578149,1.0405400985291634e-11,23883.7883357815,1.8616219676914625e-12,2860.5872687002084,2429.4786330304064
main,2025-06-14,22168.54817160247,8.89236639878277e-12,22168.548171602477,1.9335644196871726e-12,2429.4786330304064,2242.2650498289013
main,2025-06-15,51886.768127292344,3.7451217238526624e-11,51886.76812729238,7.365663634573139e-12,2242.2650498289013,2669.00490161138
main,2025-06-16,52901.83229989621,2.656798026023921e-11,52901.83229989624,5.302425165609748e-12,2669.00490161138,3097.290316371601
main,2025-06-17,52506.149300822275,317.4915208666846,52823.64082168896,46.90184322562809,3097.290316371601,2051.4611677835223
main,2025-06-18,52962.8554816723,3.6288745675072674e-11,52962.85548167233,7.37365724035044e-12,2051.4611677835223,2319.024081149422
main,2025-06-19,49858.12073560516,649.373784839103,50507.49452044426,96.46490027522675,2319.024081149422,2102.397329288311
main,2025-06-20,22114.09663879816,1.524143344866502e-11,22114.096638798175,3.214095656289828e-12,2102.397329288311,2798.8743879747394
main,2025-06-21,20192.587366081472,9.104769493895048e-12,20192.587366081483,2.0479173912235638e-12,2798.8743879747394,2997.9008792907903
main,2025-06-22,47381.311590925754,2.5617567178670698e-11,47381.31159092578,5.2802207051172445e-12,2997.9008792907903,2447.078885697551
main,2025-06-23,48557.376730360455,3.7464759294891795e-11,48557.37673036049,7.0325967271855916e-12,2447.078885697551,2205.389264792366
main,2025-06-24,48512.97367142622,16558.011908372428,65070.985579798646,3223.1545529188684,2205.389264792366,1740.9120347233163
main,2025-06-25,53915.05992927495,113.14437210648988,54028.20430138144,16.747639386357825,1740.9120347233163,2086.675043067916
main,2025-06-26,50064.22541634294,422.20977540755985,50486.4351917505,62.56440491493865,2086.675043067916,1708.7454926983305
main,2025-06-27,21960.030432129308,1.8695146764002858e-11,21960.030432129326,3.19033688356285e-12,1708.7454926983305,3096.6418972054867
main,2025-06-28,19424.797588162895,1.8885364605480955e-11,19424.797588162914,3.54694051907245e-12,3096.6418972054867,2776.651662608429
main,2025-06-29,48814.0981169132,3.952890176295298e-11,48814.098116913236,8.21442913689907e-12,2776.651662608429,2760.0337483752405
main,2025-06-30,49747.71936389613,87.66194134066308,49835.3813052368,12.999534669177327,2760.0337483752405,2134.6614717625835
main,2025-07-01,50600.675398422914,16142.51742794782,66743.19282637074,3441.4179591977118,2134.6614717625835,1200.0
main,2025-07-02,54147.597396830315,9232.488793601147,63380.086190431466,1920.7139733241975,1200.0,1200.0
main,2025-07-03,51615.00509959404,14098.263121924934,65713.26822151897,2328.6444447797867,1200.0,1448.4292718585232
main,2025-07-04,29903.007968250073,2.1897063273712547e-11,29903.007968250095,4.122036045828281e-12,1448.4292718585232,2531.668788053299
main,2025-07-05,20381.740503380428,21321.484484113986,41703.22498749441,4540.771991895352,2531.668788053299,1200.0
main,2025-07-06,47854.266781406695,36442.26253829882,84296.52931970551,6860.922521156325,1200.0,1507.8954940837702
main,2025-07-07,60983.435815652956,2.0985285995034353e-11,60983.43581565298,4.2511827391678025e-12,1507.8954940837702,3485.694358968542
main,2025-07-08,56728.71331851966,2.885622985004943e-11,56728.71331851969,5.432543304095816e-12,3485.694358968542,3545.4110038960544
main,2025-07-09,56673.56782242957,2.869520643322687e-11,56673.5678224296,5.097700039868869e-12,3545.4110038960544,2944.3465913324235
main,2025-07-10,56115.27792355143,2.55925316494654e-11,56115.27792355146,5.137223979545524e-12,2944.3465913324235,2408.453968480937
main,2025-07-11,29603.389055630993,2.104484586595845e-11,29603.389055631014,4.3156589413229085e-12,2408.453968480937,3245.70793841665
main,2025-07-12,26719.58653144448,1.5354505222830993e-11,26719.586531444496,3.3004710076056654e-12,3245.70793841665,2467.399018486034
main,2025-07-13,56376.99798520171,2.8338909885405884e-11,56376.99798520174,4.831690603168681e-12,2467.399018486034,2933.4599886912633
main,2025-07-14,54581.17298224212,2.1860911303406286e-11,54581.17298224214,5.148326209791776e-12,2933.4599886912633,2330.4901270498326
main,2025-07-15,53078.71884726267,2.6756782567360917e-11,53078.7188472627,5.797140545382717e-12,2330.4901270498326,3100.119319595139
main,2025-07-16,52819.61643335209,105.45698247048395,52925.07341582257,15.60822651824103,3100.119319595139,2330.1369621909835
main,2025-07-17,52301.0609493528,4.092155414525677e-11,52301.06094935285,7.898126597183364e-12,2330.1369621909835,2230.172594492819
main,2025-07-18,27907.097377092272,8.290984343517495e-12,27907.09737709228,1.821653938804957e-12,2230.172594492819,3514.690925357512
main,2025-07-19,26080.783829687025,1.3657290409696543e-11,26080.78382968704,2.8421709430404007e-12,3514.690925357512,2513.5015144600607
main,2025-07-20,52994.261902898186,25.02092975564612,53019.28283265383,3.5867158480013277,2513.5015144600607,2325.259847228008
main,2025-07-21,52695.32962398944,63.07789318178063,52758.407517171225,9.042129183169594,2325.259847228008,2315.8835317943353
main,2025-07-22,54435.054062488365,32.97000460421299,54468.02406709258,4.890966415104447,2315.8835317943353,2756.2240713575666
main,2025-07-23,52249.75892165051,2.4410586663137225e-11,52249.75892165053,4.887201754399939e-12,2756.2240713575666,2343.890090722695
main,2025-07-24,53848.540304582646,4.655665364339256e-11,53848.54030458269,9.155343150268891e-12,2343.890090722695,2742.783078056586
main,2025-07-25,29285.937336688694,1.2165855878265575e-11,29285.937336688705,2.3163693185779266e-12,2742.783078056586,4533.205508435183
main,2025-07-26,26290.13462211028,1.2871079146936638e-11,26290.134622110294,2.5158763961030672e-12,4533.205508435183,3179.691737089102
main,2025-07-27,51778.46384525335,1492.8565413067377,53271.32038656009,298.92315771789504,3179.691737089102,2252.648416873822
main,2025-07-28,52484.06867652979,93.35813292174774,52577.426809451536,13.842113265884434,2252.648416873822,1857.9904219832042
main,2025-07-29,54452.58411837593,324.2476959412711,54776.83181431721,47.983092634288596,1857.9904219832042,2357.969164345641
main,2025-07-30,53573.9725266252,1.9125915962092675e-11,53573.97252662522,3.835154416265141e-12,2357.969164345641,2452.476495171394
main,2025-07-31,53403.57246899042,242.54639265225208,53646.118861642666,36.02121032314411,2452.476495171394,2197.122863564141
main,2025-08-01,29421.4159283253,1.492624956966893e-11,29421.415928325314,2.8754776337791554e-12,2197.122863564141,4313.580594400323
main,2025-08-02,26981.822063978474,1.2426973228230056e-11,26981.822063978485,2.3305801732931286e-12,4313.580594400323,3719.8834623238163
main,2025-08-03,49082.98778053738,1541.971876253036,50624.95965679042,234.19291640054126,3719.8834623238163,1454.4632536684244
main,2025-08-04,49916.079027050975,1.9773391923827432e-11,49916.079027051,4.5432546613710656e-12,1454.4632536684244,2170.408090371875
main,2025-08-05,47704.408772501454,137.44281120494458,47841.8515837064,20.36296243827836,2170.408090371875,1668.2068399314444
main,2025-08-06,45923.35114994674,8866.594506525187,54789.94565647193,1780.5688060260527,1668.2068399314444,1395.9392537198146
main,2025-08-07,49061.13563502859,399.9433025852795,49461.07893761387,59.2286191728773,1395.9392537198146,1724.8587522582645
main,2025-08-08,26848.950020383854,1.9748799928720472e-11,26848.950020383872,3.177902385687048e-12,1724.8587522582645,3604.1322047815484
main,2025-08-09,23432.52100654343,1.1299255503471883e-11,23432.52100654344,2.18897122650219e-12,3604.1322047815484,2239.130312900887
main,2025-08-10,47699.30725974984,315.8909177694174,48015.198177519254,45.90087850187766,2239.130312900887,1551.9409563974916
main,2025-08-11,46725.214548217664,971.787440939828,47697.00198915749,144.12472023766927,1551.9409563974916,1580.6606229868507
main,2025-08-12,45471.629512643995,6743.176785816331,52214.806298460324,1074.8392491992283,1580.6606229868507,1532.3977367891914
main,2025-08-13,47564.01752532378,133.56516454451997,47697.5826898683,19.14638253218574,1532.3977367891914,2078.305988455591
main,2025-08-14,46275.80647354269,489.682753748755,46765.489227291444,77.92425977069986,2078.305988455591,1812.5553278390698
main,2025-08-15,25180.65855124086,1.4961680228076093e-11,25180.658551240875,2.6563196087181495e-12,1812.5553278390698,2623.3606682967497
main,2025-08-16,23092.176769111487,736.213298729622,23828.39006784111,106.91809001106496,2623.3606682967497,1709.9524582686736
main,2025-08-17,45184.2619240816,1607.5915613336829,46791.85348541528,238.52064263294207,1709.9524582686736,1580.8523083627472
main,2025-08-18,45983.57100341188,1050.7649464639762,47034.33594987586,154.8350025672983,1580.8523083627472,1844.1298635443893
main,2025-08-19,46674.84283788782,1131.7554424174468,47806.59828030527,167.79973114735483,1844.1298635443893,1770.1772171431257
main,2025-08-20,46615.12565925131,10059.633222691722,56674.75888194303,1718.6531532156682,1770.1772171431257,1516.782069937667
main,2025-08-21,47805.409500861715,162.85961925741282,47968.26912011913,24.113075851474548,1516.782069937667,1742.960360085199
main,2025-08-22,24583.823538239725,1.3839234203061324e-11,24583.82353823974,2.5410784587620583e-12,1742.960360085199,1948.7292494279707
main,2025-08-23,24655.42138316508,1.3171945312251409e-11,24655.421383165096,2.632560835991171e-12,1948.7292494279707,2342.5241649348905
main,2025-08-24,48133.29169893865,14.135354236871919,48147.427053175525,2.0983232000131267,2342.5241649348905,1925.1509298628034
main,2025-08-25,47082.050878196475,5988.4090426601015,53070.45992085658,1229.4937752386506,1925.1509298628034,1634.4961575572243
main,2025-08-26,49434.7715883402,183.4457984675251,49618.21738680772,27.225699323580052,1634.4961575572243,2034.8371314567303
main,2025-08-27,49356.719159189175,69.54402223731222,49426.26318142649,10.318116016873578,2034.8371314567303,1836.4640389878648
main,2025-08-28,48607.6849307745,550.4501339064905,49158.13506468099,81.62841008956096,1836.4640389878648,1806.2440052275583
main,2025-08-29,26227.92940585527,8.602116352562917e-12,26227.929405855277,1.602273869139026e-12,1806.2440052275583,2536.5578117678406
main,2025-08-30,25726.52081672834,1.9877328671924488e-11,25726.52081672836,3.814726312612038e-12,2536.5578117678406,2301.0392368693197
main,2025-08-31,48033.744290860704,387.6383071805644,48421.382598041266,56.49134614690063,2301.0392368693197,1919.7937978317093
main,2025-09-01,48904.43428944738,2.988119973679204e-11,48904.43428944741,5.7767124417296145e-12,1919.7937978317093,5630.566979295621
main,2025-09-02,37342.54748423348,1612.773352309834,38955.32083654332,243.0576955734506,5630.566979295621,2529.0498568885514
main,2025-09-03,40093.973730479585,820.7603669085111,40914.73409738809,170.25359972074233,2529.0498568885514,1978.0543289528687
main,2025-09-04,40500.38247266126,560.8153915758705,41061.19786423713,84.34639175248716,1978.0543289528687,2155.0266602447045
main,2025-09-05,23139.98821304446,1.3982926816424879e-11,23139.988213044475,2.4442670110147446e-12,2155.0266602447045,5062.809698858783
main,2025-09-06,18190.00354301787,1.835579133135923e-11,18190.003543017887,3.906430734446076e-12,5062.809698858783,3387.14545129478
main,2025-09-07,36144.10323457187,240.28038690018772,36384.38362147206,108.47793523726003,3387.14545129478,1200.0
main,2025-09-08,38386.58720710993,10087.095499185158,48473.68270629509,1794.9357640847136,1200.0,1200.0
main,2025-09-09,40086.561543130214,228.98871097333486,40315.550254103546,38.43624417148211,1200.0,1370.7247933589147
main,2025-09-10,40210.04171215836,9258.880298092376,49468.92201025074,1578.2206907328396,1370.7247933589147,1440.384634082266
main,2025-09-11,41775.68169759819,40.92910500003132,41816.610802598225,6.071666666673652,1440.384634082266,1667.3565969145984
main,2025-09-12,21823.44965502726,9.874595363612571e-12,21823.44965502727,1.9664270212160773e-12,1667.3565969145984,3989.431395294161
