日期,时间段,计划购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,富余电量_kWh,期初储电_kWh,期末储电_kWh,电价_元每kWh,交易费_元
2025-02-01,04:20-04:30,537.2221511202999,31.64381778696668,0.0,0.0,0.0,9226.866745629883,9255.346181638153,0.4364,234.4437467488989
2025-02-01,04:30-04:40,525.2605873523648,22.029620685698205,0.0,0.0,0.0,9255.346181638153,9275.172840255282,0.4393,230.7469760238939
2025-02-01,04:40-04:50,501.35845273066377,0.0,1.4882972693362149,0.0,0.0,9275.172840255282,9273.519176622685,0.4422,221.70070779749952
2025-02-01,04:50-05:00,480.65230947332685,0.0,18.9893571933398,0.0,0.0,9273.519176622685,9252.419890852309,0.4395,211.24669001352714
2025-02-01,05:00-05:10,539.5564012031055,50.7728178697721,0.0,0.0,0.0,9252.419890852309,9298.115426935103,0.4333,233.7897886413056
2025-02-01,05:10-05:20,607.7919875099384,109.27655417660503,0.0,0.0,0.0,9298.115426935103,9396.464325694047,0.4439,269.7988632556617
2025-02-01,05:20-05:30,599.7076037085183,70.4842703751849,0.0,0.0,0.0,9396.464325694047,9459.900169031713,0.4301,257.9342403550337
2025-02-01,05:30-05:40,843.647047452634,247.9095661570217,0.0,0.0,48.32716462894564,9459.900169031713,9683.018778573032,0.3713,313.246148719163
2025-02-01,05:40-05:50,485.09483584923794,0.0,46.08633081742869,0.0,0.0,9683.018778573032,9631.811744331444,0.5708,276.892132302745
2025-02-01,05:50-06:00,0.0,0.0,510.98333333333335,0.0,0.0,9631.811744331444,9064.052485072185,0.9099,0.0
2025-02-01,06:00-06:10,0.0,0.0,535.1871833333332,0.0,0.0,9064.052485072185,8469.400059146259,0.9368,0.0
2025-02-01,06:10-06:20,0.0,0.0,533.3553333333333,0.0,0.0,8469.400059146259,7876.783022109222,0.8758,0.0
2025-02-01,06:20-06:30,0.0,0.0,504.52,0.0,0.0,7876.783022109222,7316.205244331444,0.8759,0.0
2025-02-01,06:30-06:40,0.0,0.0,519.5536833333333,0.0,0.0,7316.205244331444,6738.923373961074,0.8601,0.0
2025-02-01,06:40-06:50,0.0,0.0,551.4800833333333,0.0,0.0,6738.923373961074,6126.167725812926,0.8442,0.0
2025-02-01,06:50-07:00,0.0,0.0,552.0416666666666,0.0,0.0,6126.167725812926,5512.788096183296,0.8334,0.0
2025-02-01,07:00-07:10,0.0,0.0,514.5580499999999,0.0,0.0,5512.788096183296,4941.05692951663,0.8092,0.0
2025-02-01,07:10-07:20,0.0,0.0,447.90854999999993,0.0,0.0,4941.05692951663,4443.3807628499635,0.7972,0.0
2025-02-01,07:20-07:30,95.8111397169568,0.0,293.6130269497099,0.0,0.0,4443.3807628499635,4117.144066239175,0.7644,73.23803519964177
2025-02-01,07:30-07:40,406.3290435256937,0.0,0.0,0.0,28.675293525693746,4117.144066239175,4117.144066239175,0.6899,280.32640712837605
2025-02-01,07:40-07:50,0.0,0.0,361.16134999999997,0.0,0.0,4117.144066239175,3715.8536773502865,0.86,0.0
2025-02-01,07:50-08:00,0.0,0.0,299.92291666666665,0.0,0.0,3715.8536773502865,3382.6059921651013,1.1617,0.0
2025-02-01,08:00-08:10,0.0,0.0,202.22623333333337,0.0,0.0,3382.6059921651013,3157.910177350286,1.1683,0.0
2025-02-01,08:10-08:20,0.0,0.0,129.7926,0.0,0.0,3157.910177350286,3013.6961773502862,1.0956,0.0
2025-02-01,08:20-08:30,0.0,0.0,86.28458333333333,0.0,0.0,3013.6961773502862,2917.824418091027,1.0849,0.0
2025-02-01,08:30-08:40,0.0,0.0,550.0370505678841,0.0,514.0679005678841,2917.824418091027,2306.672139682267,1.061,0.0
2025-02-01,08:40-08:50,0.0,0.0,62.453933333333296,0.0,0.0,2306.672139682267,2237.2788804230076,1.043,0.0
2025-02-01,08:50-09:00,0.0,0.0,193.40810219891927,0.0,78.23143553225253,2237.2788804230076,2022.3809890908751,1.036,0.0
2025-02-01,09:00-09:10,0.0,0.0,111.97367058423524,0.0,66.14955391756865,2022.3809890908751,1897.965799552836,1.0147,0.0
2025-02-01,09:10-09:20,0.0,0.0,16.615109641386017,0.0,47.97560964138609,1897.965799552836,1879.5045666179626,0.9922,0.0
2025-02-01,09:20-09:30,0.0,0.0,0.0,0.0,61.70083333333332,1879.5045666179626,1879.5045666179626,0.97,0.0
2025-02-01,09:30-09:40,0.0,0.0,0.0,0.0,105.10811666666662,1879.5045666179626,1879.5045666179626,0.9422,0.0
2025-02-01,09:40-09:50,0.0,20.389066841661233,0.0,0.0,149.80818315833875,1879.5045666179626,1897.8547267754577,0.9569,0.0
2025-02-01,09:50-10:00,0.0,35.41059479721475,0.0,0.0,180.0198218694519,1897.8547267754577,1929.724262092951,0.9977,0.0
2025-02-01,10:00-10:10,0.0,123.12837825821235,0.0,0.0,77.28925507512095,1929.724262092951,2040.539802525342,0.9919,0.0
2025-02-01,10:10-10:20,0.0,219.63619239077917,0.0,0.0,7.283990942554141,2040.539802525342,2238.2123756770434,0.9588,0.0
2025-02-01,10:20-10:30,0.0,292.22541666666666,0.0,0.0,0.0,2238.2123756770434,2501.2152506770435,0.9549,0.0
2025-02-01,10:30-10:40,0.0,201.3248008719337,0.0,0.0,99.76293246139966,2501.2152506770435,2682.407571461784,0.9839,0.0
2025-02-01,10:40-10:50,0.0,343.21740000000005,0.0,0.0,0.0,2682.407571461784,2991.303231461784,0.799,0.0
2025-02-01,10:50-11:00,0.0,154.17228086444538,0.0,0.0,253.17771913555453,2991.303231461784,3130.058284239785,0.5025,0.0
2025-02-01,11:00-11:10,0.0,262.07582778263964,0.0,0.0,126.407638884027,3130.058284239785,3365.9265292441605,0.4662,0.0
2025-02-01,11:10-11:20,0.0,395.2400666666666,0.0,0.0,0.0,3365.9265292441605,3721.6425892441603,0.5007,0.0
2025-02-01,11:20-11:30,0.0,444.5275,0.0,0.0,0.0,3721.6425892441603,4121.71733924416,0.4827,0.0
2025-02-01,11:30-11:40,0.0,444.1071,0.0,0.0,0.0,4121.71733924416,4521.41372924416,0.4785,0.0
2025-02-01,11:40-11:50,0.0,448.2673333333333,0.0,0.0,0.0,4521.41372924416,4924.85432924416,0.4662,0.0
2025-02-01,11:50-12:00,152.28528575443897,612.9082024211057,0.0,0.0,0.0,4924.85432924416,5476.471711423155,0.4432,67.49283864636735
2025-02-01,12:00-12:10,513.1854423158984,417.59489456760497,0.0,0.0,524.2323644149601,5476.471711423155,5852.307116534,0.4411,226.3660986055428
2025-02-01,12:10-12:20,0.0,426.3872666666667,0.0,0.0,0.0,5852.307116534,6236.055656533999,0.4551,0.0
2025-02-01,12:20-12:30,0.0,458.3908333333334,0.0,0.0,0.0,6236.055656533999,6648.607406533999,0.4463,0.0
2025-02-01,12:30-12:40,347.40881290194807,798.392412901948,0.0,0.0,0.0,6648.607406533999,7367.160578145752,0.4113,142.88924474657125
2025-02-01,12:40-12:50,0.0,425.6543833333333,0.0,0.0,0.0,7367.160578145752,7750.249523145752,0.5682,0.0
2025-02-01,12:50-13:00,0.0,287.2096698933253,0.0,0.0,126.33366344000802,7750.249523145752,8008.738226049745,0.8279,0.0
2025-02-01,13:00-13:10,0.0,421.64868333333334,0.0,0.0,0.0,8008.738226049745,8388.222041049745,0.8636,0.0
2025-02-01,13:10-13:20,0.0,422.7244333333332,0.0,0.0,0.0,8388.222041049745,8768.674031049744,0.8416,0.0
2025-02-01,13:20-13:30,0.0,0.0,0.0,0.0,410.2679166666667,8768.674031049744,8768.674031049744,0.8618,0.0
2025-02-01,13:30-13:40,0.0,392.47571666666664,0.0,0.0,0.0,8768.674031049744,9121.902176049744,0.8623,0.0
2025-02-01,13:40-13:50,0.0,323.70713333333333,0.0,0.0,0.0,9121.902176049744,9413.238596049743,0.9026,0.0
2025-02-01,13:50-14:00,0.0,233.54250000000002,0.0,0.0,0.0,9413.238596049743,9623.426846049742,0.9754,0.0
2025-02-01,14:00-14:10,0.0,202.90003333333334,0.0,0.0,0.0,9623.426846049742,9806.036876049742,1.0002,0.0
2025-02-01,14:10-14:20,0.0,166.26881666666668,0.0,0.0,0.0,9806.036876049742,9955.678811049742,0.9978,0.0
2025-02-01,14:20-14:30,0.0,116.58833333333328,0.0,0.0,0.0,9955.678811049742,10060.608311049742,1.0271,0.0
2025-02-01,14:30-14:40,0.0,112.44431666666674,0.0,0.0,0.0,10060.608311049742,10161.808196049742,1.0906,0.0
2025-02-01,14:40-14:50,0.0,93.76723333333332,0.0,0.0,0.0,10161.808196049742,10246.198706049741,0.9376,0.0
2025-02-01,14:50-15:00,0.0,35.801666666666655,0.0,0.0,0.0,10246.198706049741,10278.420206049741,0.6694,0.0
2025-02-01,15:00-15:10,34.95665195391681,6.527501953916875,0.0,0.0,0.0,10278.420206049741,10284.294957808266,0.66,23.071390289585096
2025-02-01,15:10-15:20,73.46319177540552,0.0,24.470874891261175,0.0,0.0,10284.294957808266,10257.105096817975,0.7217,53.01838550431017
2025-02-01,15:20-15:30,130.54179605250184,0.0,27.475703947498147,0.0,0.0,10257.105096817975,10226.576536876311,0.7308,95.39994455516835
2025-02-01,15:30-15:40,163.72065554887413,0.0,19.439694451125888,0.0,0.0,10226.576536876311,10204.97687637506,0.7534,123.34714189052177
2025-02-01,15:40-15:50,171.09576376413543,0.0,23.042286235864594,0.0,0.0,10204.97687637506,10179.374336112987,0.7823,133.84821599268315
2025-02-01,15:50-16:00,190.02145110368096,0.0,29.797298896319006,0.0,0.0,10179.374336112987,10146.266226228188,0.8055,153.062278864015
2025-02-01,16:00-16:10,249.72784780054184,0.0,23.180502199458147,0.0,0.0,10146.266226228188,10120.510112673235,0.8271,206.54990291582814
2025-02-01,16:10-16:20,318.686294752938,0.09174475293809792,0.0,0.0,0.0,10120.510112673235,10120.592682950879,0.8519,271.4888545000279
2025-02-01,16:20-16:30,386.7516089950408,26.00744232837411,0.0,0.0,0.0,10120.592682950879,10143.999381046415,0.8791,339.99333946754035
2025-02-01,16:30-16:40,429.27334517926465,4.506078512598037,0.0,0.0,0.0,10143.999381046415,10148.054851707753,0.9024,387.3762666897684
2025-02-01,16:40-16:50,439.9103772691624,13.803827269162412,0.0,0.0,0.0,10148.054851707753,10160.47829625,0.9163,403.0898786917335
2025-02-01,16:50-17:00,439.85621562575625,52.782465625756345,0.0,0.0,0.0,10160.47829625,10207.98251531318,0.9264,407.4827981557006
2025-02-01,17:00-17:10,448.2829272539071,30.63684392057371,0.0,0.0,0.0,10207.98251531318,10235.555674841697,0.9462,424.1653057676469
2025-02-01,17:10-17:20,461.13189980386255,21.351099803862553,0.0,0.0,0.0,10235.555674841697,10254.771664665173,0.9742,449.23469678892286
2025-02-01,17:20-17:30,491.6776614949359,55.54099482826922,0.0,0.0,0.0,10254.771664665173,10304.758560010616,0.9862,484.89250976630575
2025-02-01,17:30-17:40,451.35077108860776,6.045054421941131,0.0,0.0,0.0,10304.758560010616,10310.199108990362,0.976,440.51835258248116
2025-02-01,17:40-17:50,443.23483043263974,3.3421970993064747,0.0,0.0,0.0,10310.199108990362,10313.207086379738,1.0742,476.12285485074165
2025-02-01,17:50-18:00,450.04376435148754,21.57376435148751,0.0,0.0,0.0,10313.207086379738,10332.623474296077,1.2313,554.1388870459866
2025-02-01,18:00-18:10,436.40879548225564,0.0,17.726254517744337,0.0,0.0,10332.623474296077,10312.927635943028,1.2561,548.1730880052613
2025-02-01,18:10-18:20,419.6051848061783,0.0,52.66013186048838,0.0,0.0,10312.927635943028,10254.416378320262,1.2447,522.28257352825
2025-02-01,18:20-18:30,394.2595801074444,0.0,59.90875322588897,0.0,0.0,10254.416378320262,10187.851096958164,1.2545,494.59864324478895
2025-02-01,18:30-18:40,381.6386242492743,0.0,36.73400908405898,0.0,0.0,10187.851096958164,10147.03553130921,1.2522,477.88788528494126
2025-02-01,18:40-18:50,358.2687859310682,0.0,55.813447402265126,0.0,0.0,10147.03553130921,10085.020589751137,1.2881,461.4860231578089
2025-02-01,18:50-19:00,0.0,0.0,432.1383333333333,0.0,0.0,10085.020589751137,9604.866886047434,1.3466,0.0
2025-02-01,19:00-19:10,0.0,0.0,424.0141166666667,0.0,0.0,9604.866886047434,9133.740089751138,1.3523,0.0
2025-02-01,19:10-19:20,0.0,0.0,442.41246666666666,0.0,0.0,9133.740089751138,8642.17068234373,1.3445,0.0
2025-02-01,19:20-19:30,0.0,0.0,483.74666666666667,0.0,0.0,8642.17068234373,8104.674386047434,1.3483,0.0
2025-02-01,19:30-19:40,0.0,0.0,481.18446666666665,0.0,0.0,8104.674386047434,7570.024978640027,1.349,0.0
2025-02-01,19:40-19:50,0.0,0.0,444.76593333333335,0.0,0.0,7570.024978640027,7075.8406082696565,1.3473,0.0
2025-02-01,19:50-20:00,0.0,0.0,418.095,0.0,0.0,7075.8406082696565,6611.290608269656,1.3482,0.0
2025-02-01,20:00-20:10,0.0,0.0,436.7405166666666,0.0,0.0,6611.290608269656,6126.0233675289155,1.3513,0.0
2025-02-01,20:10-20:20,0.0,0.0,452.69785,0.0,0.0,6126.0233675289155,5623.025756417805,1.34,0.0
2025-02-01,20:20-20:30,0.0,0.0,449.9683333333333,0.0,0.0,5623.025756417805,5123.06094160299,1.3489,0.0
2025-02-01,20:30-20:40,0.0,0.0,455.06669999999997,0.0,0.0,5123.06094160299,4617.4312749363235,1.3952,0.0
2025-02-01,20:40-20:50,465.54752032815134,11.535153661484685,0.0,0.0,0.0,4617.4312749363235,4627.81291323166,1.2226,569.1783983531977
2025-02-01,20:50-21:00,492.1047102125349,32.69971021253491,0.0,0.0,0.0,4627.81291323166,4657.242652422941,0.9332,459.23211557033756
2025-02-01,21:00-21:10,663.7961255118976,166.3753588452309,0.0,0.0,0.0,4657.242652422941,4806.980475383649,0.9068,601.9303266141887
2025-02-01,21:10-21:20,579.2014328661361,75.91829953280273,0.0,0.0,0.0,4806.980475383649,4875.306944963171,0.9371,542.7696627388561
2025-02-01,21:20-21:30,567.06347786231,89.50681119564337,0.0,0.0,0.0,4875.306944963171,4955.86307503925,0.9371,531.3951851047708
2025-02-01,21:30-21:40,525.3166764694877,46.180726469487695,0.0,0.0,0.0,4955.86307503925,4997.425728861789,0.9871,518.5400913430312
2025-02-01,21:40-21:50,637.1678376119728,186.96373761197282,0.0,0.0,0.0,4997.425728861789,5165.693092712565,0.7764,494.6971091219357
2025-02-01,21:50-22:00,1185.0090593829423,792.9240593829422,0.0,0.0,0.0,5165.693092712565,5879.324746157213,0.4209,498.77031309428037
2025-02-01,22:00-22:10,1190.5730430876167,818.8032264209501,0.0,0.0,0.0,5879.324746157213,6616.247649936068,0.3859,459.4421373275113
2025-02-01,22:10-22:20,499.7802856901968,136.20206902353016,0.0,0.0,0.0,6616.247649936068,6738.829512057246,0.4368,218.30402878947797
2025-02-01,22:20-22:30,1176.1249243863062,816.9682577196396,0.0,0.0,0.0,6738.829512057246,7474.100944004921,0.4198,493.73724325737135
2025-02-01,22:30-22:40,1208.0777340876027,826.0270174209361,0.0,0.0,0.0,7474.100944004921,8217.525259683764,0.4186,505.7013394890705
2025-02-01,22:40-22:50,552.1024562137414,134.9340395470748,0.0,0.0,0.0,8217.525259683764,8338.965895276131,0.4241,234.14665168024774
2025-02-01,22:50-23:00,872.6179738365646,440.8213071698979,0.0,0.0,0.0,8338.965895276131,8735.705071729039,0.4237,369.72823551455247
2025-02-01,23:00-23:10,594.986529122584,188.52157912258406,0.0,0.0,0.0,8735.705071729039,8905.374492939363,0.4248,252.75027757127367
2025-02-01,23:10-23:20,581.3566867399782,180.39682007331152,0.0,0.0,0.0,8905.374492939363,9067.731631005343,0.424,246.49523517775074
2025-02-01,23:20-23:30,1192.6025942534275,782.6575942534275,0.0,0.0,0.0,9067.731631005343,9772.123465833427,0.422,503.2782947749464
2025-02-01,23:30-23:40,576.8550237751873,189.61832377518732,0.0,0.0,0.0,9772.123465833427,9942.779957231096,0.424,244.5865300806794
2025-02-01,23:40-23:50,532.8317234500661,78.12157345006608,0.0,0.0,0.0,9942.779957231096,10013.089373336155,0.4271,227.57242908552323
2025-02-01,23:50-24:00,616.3485170704664,35.52518373713315,0.0,0.0,0.0,10013.089373336155,10045.062038699576,0.4276,263.5506258993314
2025-02-02,00:00-00:10,577.592914725675,0.0,349.5272956251618,0.0,328.4561603508368,10045.062038699576,9656.69837689384,0.4248,245.36147017546674
2025-02-02,00:10-00:20,574.222741617507,0.0,20.548240944334975,0.0,13.036499228508728,9656.69837689384,9633.866998066802,0.4245,243.75755381663174
2025-02-02,00:20-00:30,555.2387919608133,0.0,807.5014118979653,0.0,778.1468705254454,9633.866998066802,8736.643207069063,0.4269,237.0314402880712
2025-02-02,00:30-00:40,572.6693849054142,0.0,13.433481761252438,0.0,0.0,8736.643207069063,8721.717116223226,0.4272,244.64436123159294
2025-02-02,00:40-00:50,582.4776204495606,0.0,4.719246217106047,0.0,0.0,8721.717116223226,8716.47350931533,0.4271,248.77619169400734
2025-02-02,00:50-01:00,598.7756034608369,2.7022701275036525,0.0,0.0,0.0,8716.47350931533,8718.905552430084,0.4285,256.5753460829686
2025-02-02,01:00-01:10,613.6845724572186,1.6297557905519398,0.0,0.0,0.0,8718.905552430084,8720.37233264158,0.4311,264.5594191863069
2025-02-02,01:10-01:20,612.5423767271798,14.218076727179778,0.0,0.0,0.0,8720.37233264158,8733.168601696041,0.4302,263.51573046803276
2025-02-02,01:20-01:30,573.0012186284657,0.7678852951323734,0.0,0.0,0.0,8733.168601696041,8733.85969846166,0.4279,245.18722145112048
2025-02-02,01:30-01:40,606.2473890302326,14.59465569689928,0.0,0.0,0.0,8733.85969846166,8746.99488858887,0.4312,261.4138741498363
2025-02-02,01:40-01:50,565.8683742075104,0.0,58.427325792489455,0.0,0.0,8746.99488858887,8682.075637708325,0.4333,245.1907665441143
2025-02-02,01:50-02:00,559.7159434854636,0.0,68.94905651453632,0.0,0.0,8682.075637708325,8605.465574914397,0.4311,241.29354323658336
2025-02-02,02:00-02:10,558.4384548843848,0.0,40.635661782281886,0.0,0.0,8605.465574914397,8560.314839600751,0.4293,239.7376286818664
2025-02-02,02:10-02:20,607.035199778695,0.0,4.8253835546383925,0.0,0.0,8560.314839600751,8554.95330231782,0.4324,262.4820203843077
2025-02-02,02:20-02:30,620.3785714858269,0.0,26.75976184750641,0.0,0.0,8554.95330231782,8525.220233598367,0.4367,270.91932216786057
2025-02-02,02:30-02:40,601.8077085934774,0.0,16.72752473985588,0.0,0.0,8525.220233598367,8506.634094998528,0.4348,261.665991696444
2025-02-02,02:40-02:50,587.7270571469741,0.0,45.115459519692536,0.0,0.0,8506.634094998528,8456.505806643314,0.4335,254.77967927321325
2025-02-02,02:50-03:00,606.2518864126037,0.0,76.48978025406291,0.0,0.0,8456.505806643314,8371.517161916578,0.4357,264.1439469099714
2025-02-02,03:00-03:10,595.0126478579282,0.0,55.27861880873843,0.0,0.0,8371.517161916578,8310.096474351312,0.4374,260.2585321730578
2025-02-02,03:10-03:20,590.9852214222464,0.0,34.2984785777536,0.0,0.0,8310.096474351312,8271.987053709363,0.4371,258.3196402836639
2025-02-02,03:20-03:30,619.1501005671822,0.0,0.0,29.676566099484376,0.0,8271.987053709363,8271.987053709363,0.4356,334.3373447717415
2025-02-02,03:30-03:40,635.7177579316104,0.0,0.0,31.519208735056168,0.0,8271.987053709363,8271.987053709363,0.4353,345.3294978394798
2025-02-02,03:40-03:50,611.5762457774077,0.0,0.0,46.9792542225922,0.0,8271.987053709363,8271.987053709363,0.436,369.06201736420076
2025-02-02,03:50-04:00,569.9765721754175,0.0,0.0,67.67842782458251,0.0,8271.987053709363,8271.987053709363,0.4378,397.6838218064089
2025-02-02,04:00-04:10,587.378570107084,0.0,14.879452681415023,34.39656054483421,0.0,8271.987053709363,8255.45432850779,0.4401,334.1949401830353
2025-02-02,04:10-04:20,627.4761810195799,0.0,0.0,18.430485647086698,0.0,8255.45432850779,8255.45432850779,0.4389,315.8449966020254
2025-02-02,04:20-04:30,638.8140108321671,0.0,0.0,14.15098916783279,0.0,8255.45432850779,8255.45432850779,0.4364,309.6558926913689
2025-02-02,04:30-04:40,616.3332173675876,0.0,0.0,39.92226596574574,0.0,8255.45432850779,8255.45432850779,0.4393,358.44443958334176
2025-02-02,04:40-04:50,602.0433493656371,0.0,0.0,63.34375063436278,0.0,8255.45432850779,8255.45432850779,0.4422,406.27660174206085
2025-02-02,04:50-05:00,581.1652066365032,0.0,0.0,99.86812669683013,0.0,8255.45432850779,8255.45432850779,0.4395,474.8823167330274
2025-02-02,05:00-05:10,605.6126397408736,0.0,0.0,85.408126925793,0.0,8255.45432850779,8255.45432850779,0.4333,447.44866378445107
2025-02-02,05:10-05:20,638.7926736250485,0.0,0.0,40.4272930416181,0.0,8255.45432850779,8255.45432850779,0.4439,373.2884447280304
2025-02-02,05:20-05:30,639.3775522773608,423.49457987584776,0.0,432.0636942651536,0.0,8255.45432850779,8636.599450396054,0.4301,1204.1492597517056
2025-02-02,05:30-05:40,1461.3715893429203,833.3333333333334,0.0,5.4564439904130495,0.0,8636.599450396054,9386.599450396054,0.3713,552.7371593912281
2025-02-02,05:40-05:50,616.3170592258431,64.84355821435302,0.0,172.2645656551765,0.0,9386.599450396054,9444.958652788971,0.5708,843.436847785985
2025-02-02,05:50-06:00,0.0,0.0,833.3333333333334,22.199999999999932,0.0,9444.958652788971,8519.032726863046,0.9099,100.9988999999997
2025-02-02,06:00-06:10,0.0,0.0,833.3333333333334,33.91618333333315,0.0,8519.032726863046,7593.10680093712,0.9368,158.86340273333246
2025-02-02,06:10-06:20,0.0,0.0,833.3333333333334,21.335483333333173,0.0,7593.10680093712,6667.180875011194,0.8758,93.42808151666597
2025-02-02,06:20-06:30,0.0,0.0,833.3333333333334,40.168333333333294,0.0,6667.180875011194,5741.254949085268,0.8759,175.91721583333316
2025-02-02,06:30-06:40,0.0,0.0,833.3333333333334,42.67903333333322,0.0,5741.254949085268,4815.329023159342,0.8601,183.54118284999953
2025-02-02,06:40-06:50,0.0,0.0,833.3333333333334,1.4199999999998454,0.0,4815.329023159342,3889.403097233416,0.8442,5.993819999999347
2025-02-02,06:50-07:00,0.0,0.0,0.0,767.92125,0.0,3889.403097233416,3889.403097233416,0.8334,3199.92784875
2025-02-02,07:00-07:10,0.0,0.0,0.0,735.4969833333332,0.0,3889.403097233416,3889.403097233416,0.8092,2975.8207945666663
2025-02-02,07:10-07:20,147.0658826765798,0.0,0.0,561.6082506567534,0.0,3889.403097233416,3889.403097233416,0.7972,2355.811408787589
2025-02-02,07:20-07:30,474.7651253716459,0.0,0.0,181.81154129502067,0.0,3889.403097233416,3889.403097233416,0.7644,1057.7941726636552
2025-02-02,07:30-07:40,477.65005057722203,343.19139865434306,0.0,464.58789807712105,0.0,3889.403097233416,4198.275356022325,0.6899,1932.1267243102545
2025-02-02,07:40-07:50,0.0,0.0,428.77008726505755,239.87747940160898,0.0,4198.275356022325,3721.8641479500384,0.86,1031.4731614269185
2025-02-02,07:50-08:00,0.0,0.0,811.1491666666666,0.0,0.0,3721.8641479500384,2820.5872960981865,1.1617,0.0
2025-02-02,08:00-08:10,0.0,0.0,822.83135,0.0,0.0,2820.5872960981865,1906.3302405426307,1.1683,0.0
2025-02-02,08:10-08:20,0.0,0.0,635.6972164883676,123.17865017829888,0.0,1906.3302405426307,1200.0,1.0956,674.7726456767213
2025-02-02,08:20-08:30,0.0,0.0,0.0,692.56625,0.0,1200.0,1200.0,1.0849,3756.8256231249998
2025-02-02,08:30-08:40,0.0,0.0,0.0,640.1275,0.0,1200.0,1200.0,1.061,3395.8763875
2025-02-02,08:40-08:50,0.0,0.0,0.0,586.0843,0.0,1200.0,1200.0,1.043,3056.4296244999996
2025-02-02,08:50-09:00,0.0,0.0,0.0,521.2029166666666,0.0,1200.0,1200.0,1.036,2699.8311083333333
