strategy,day,issue,candidate,score,status,residual,objective
A43_110,31,3,0.65,1.5355995073422548,0,0.0,-32.55475585260318
A43_110,31,3,0.8,321.7657491561502,0,4.547473508864641e-13,318.9149633912174
A43_110,31,3,0.9,771.1237339379874,0,9.094947017729282e-13,769.8346364377007
A43_111,31,0,initial,,0,2.3305801732931286e-12,22458.2522825412
A43_111,31,1,keep,1.0751549332686343,0,0,0
A43_111,31,1,0.5,-881.0081367824339,0,9.094947017729282e-13,-2247.0243504080063
A43_111,31,1,0.65,-1785.7985560344778,0,9.094947017729282e-13,-1962.6709110576733
A43_111,31,1,0.8,-1689.1307515422047,0,9.094947017729282e-13,-1667.2721221631457
A43_111,31,1,0.9,-1061.4251964544962,0,9.094947017729282e-13,-1040.4688945599125
A43_111,31,2,keep,318.3787375412336,0,0,0
A43_111,31,2,0.5,615.1768500079972,0,9.094947017729282e-13,-115.44652125921608
A43_111,31,2,0.65,496.81859119144815,0,9.094947017729282e-13,378.12083238548456
A43_111,31,2,0.8,1305.0532580004092,0,4.547473508864641e-13,1287.0498369090876
A43_111,31,2,0.9,2107.222815791119,0,9.094947017729282e-13,2083.637409710397
A43_111,31,3,keep,19.300532484960666,0,0,0
A43_111,31,3,0.5,140.32147599979302,0,0.0,-169.57249561487808
A43_111,31,3,0.65,0.991663253070044,0,0.0,-32.9162356733951
A43_111,31,3,0.8,320.54540274877075,0,4.547473508864641e-13,317.71102072070204
A43_111,31,3,0.9,769.9240595535524,0,9.094947017729282e-13,768.6306937671854
A43_update_only,31,0,initial,,0,2.3305801732931286e-12,22458.2522825412
A43_adjust_only,31,0,initial,,0,2.3305801732931286e-12,22458.2522825412
A43_adjust_only,31,1,keep,8.138855916455245,0,0,0
A43_adjust_only,31,1,0.5,2133.99289616147,0,9.094947017729282e-13,-1509.7037796691307
A43_adjust_only,31,1,0.65,-122.33646537833954,0,9.094947017729282e-13,-947.4359473276098
A43_adjust_only,31,1,0.8,-13.35972704344776,0,9.094947017729282e-13,-21.87798067659799
A43_adjust_only,31,1,0.9,2967.7433743442843,0,9.094947017729282e-13,2894.2514249362803
A43_adjust_only,31,2,keep,279.0947475455268,0,0,0
A43_adjust_only,31,2,0.5,1686.5260456160563,0,9.094947017729282e-13,-527.6945982976416
A43_adjust_only,31,2,0.65,342.67794896992666,0,9.094947017729282e-13,-136.63810542273808
A43_adjust_only,31,2,0.8,1570.706606422565,0,4.547473508864641e-13,1526.0349050202356
A43_adjust_only,31,2,0.9,3587.9442892318984,0,9.094947017729282e-13,3500.495238332113
A43_adjust_only,31,3,keep,11.23615177222264,0,0,0
A43_adjust_only,31,3,0.5,139.30941736854155,0,0.0,-202.00425840694336
A43_adjust_only,31,3,0.65,-23.44458266924361,0,0.0,-64.47945781893068
A43_adjust_only,31,3,0.8,228.54821686571108,0,4.547473508864641e-13,222.23989889288202
A43_adjust_only,31,3,0.9,718.7051645849683,0,9.094947017729282e-13,709.8190949414769
A42,32,0,initial,,0,2.2737367544323206e-13,60159.205137265315
B42,32,0,initial,,0,2.2737367544323206e-13,60159.205137265315
B43,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
B43,32,1,keep,60.63667644898201,0,0,0
B43,32,1,0.5,433.0861845697068,0,1.1368683772161603e-13,-2961.8376705799838
B43,32,1,0.65,-1675.529908654541,0,9.094947017729282e-13,-2291.083368669732
B43,32,1,0.8,-1514.1365547852135,0,2.2737367544323206e-13,-1589.711002183982
B43,32,1,0.9,-429.7658279020717,0,9.094947017729282e-13,-458.47532280101956
B43,32,2,keep,189.50128235362345,0,0,0
B43,32,2,0.5,419.1630179656722,0,5.684341886080802e-14,-644.0802000269086
B43,32,2,0.65,-13.40718488744514,0,1.1368683772161603e-13,-165.6208644145824
B43,32,2,0.8,913.3002876834669,0,5.684341886080802e-14,905.6180778774509
B43,32,2,0.9,1780.2693168254743,0,9.094947017729282e-13,1780.0767910390955
B43,32,3,keep,85.18294533452891,0,0,0
B43,32,3,0.5,234.96644305087273,0,9.094947017729282e-13,-151.39686062350557
B43,32,3,0.65,94.24663584869214,0,0.0,18.825835073702688
B43,32,3,0.8,540.9153487669814,0,9.094947017729282e-13,535.0082231500382
B43,32,3,0.9,1061.3256635296998,0,9.094947017729282e-13,1061.1861496444956
A43_000,32,0,initial,,0,9.094947017729282e-13,61356.31940550199
A43_001,32,0,initial,,0,9.094947017729282e-13,61555.118755832125
A43_001,32,1,keep,67.20846246780074,0,0,0
A43_001,32,1,0.5,524.7805457216564,0,1.1368683772161603e-13,-2961.8376705799838
A43_001,32,1,0.65,-1592.8431135871276,0,9.094947017729282e-13,-2291.083368669732
A43_001,32,1,0.8,-1484.7456024369824,0,2.2737367544323206e-13,-1589.711002183982
A43_001,32,1,0.9,-413.7211456281524,0,9.094947017729282e-13,-458.47532280101956
A43_010,32,0,initial,,0,9.094947017729282e-13,61555.51851792894
A43_010,32,2,keep,7.613756539217207,0,0,0
A43_010,32,2,0.5,-1214.819294669193,0,5.684341886080802e-14,-2418.761357057859
A43_010,32,2,0.65,-1862.9370739153617,0,1.1368683772161603e-13,-2054.670559843959
A43_010,32,2,0.8,-1570.4202755004383,0,5.684341886080802e-14,-1591.5005661821526
A43_010,32,2,0.9,-878.562510610099,0,9.094947017729282e-13,-887.1606841091206
A43_011,32,0,initial,,0,9.094947017729282e-13,61555.118755832125
A43_011,32,1,keep,67.20846246780074,0,0,0
A43_011,32,1,0.5,524.7805457216564,0,1.1368683772161603e-13,-2961.8376705799838
A43_011,32,1,0.65,-1592.8431135871276,0,9.094947017729282e-13,-2291.083368669732
A43_011,32,1,0.8,-1484.7456024369824,0,2.2737367544323206e-13,-1589.711002183982
A43_011,32,1,0.9,-413.7211456281524,0,9.094947017729282e-13,-458.47532280101956
A43_011,32,2,keep,202.2904354065906,0,0,0
A43_011,32,2,0.5,543.611860586295,0,5.684341886080802e-14,-644.0802000269086
A43_011,32,2,0.65,10.743399362678133,0,1.1368683772161603e-13,-165.6208644145824
A43_011,32,2,0.8,909.7276136708049,0,5.684341886080802e-14,905.6180778774509
A43_011,32,2,0.9,1770.7351690114622,0,9.094947017729282e-13,1780.0767910390955
A43_100,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
A43_100,32,3,keep,7.340713356089869,0,0,0
A43_100,32,3,0.5,98.05625716729872,0,9.094947017729282e-13,-331.94485295551857
A43_100,32,3,0.65,-105.70844433236226,0,0.0,-174.2697469295606
A43_100,32,3,0.9,524.1437323893714,0,9.094947017729282e-13,526.1083823375276
A43_101,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
A43_101,32,1,keep,67.20846246780074,0,0,0
A43_101,32,1,0.5,524.7805457216564,0,1.1368683772161603e-13,-2961.8376705799838
A43_101,32,1,0.65,-1592.8431135871276,0,9.094947017729282e-13,-2291.083368669732
A43_101,32,1,0.8,-1484.7456024369824,0,2.2737367544323206e-13,-1589.711002183982
A43_101,32,1,0.9,-413.7211456281524,0,9.094947017729282e-13,-458.47532280101956
A43_101,32,3,keep,100.75406364216299,0,0,0
A43_101,32,3,0.5,259.4624634254002,0,9.094947017729282e-13,-140.29334221850593
A43_101,32,3,0.65,125.19919308637398,0,0.0,51.20038225035098
A43_101,32,3,0.8,571.6944719383605,0,9.094947017729282e-13,568.4235538879421
A43_101,32,3,0.9,1090.162295224823,0,9.094947017729282e-13,1094.6014803823991
A43_110,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
A43_110,32,2,keep,7.613756539217207,0,0,0
A43_110,32,2,0.5,-1214.819294669193,0,5.684341886080802e-14,-2418.761357057859
A43_110,32,2,0.65,-1862.9370739153617,0,1.1368683772161603e-13,-2054.670559843959
A43_110,32,2,0.8,-1570.4202755004383,0,5.684341886080802e-14,-1591.5005661821526
A43_110,32,2,0.9,-878.562510610099,0,9.094947017729282e-13,-887.1606841091206
A43_110,32,3,keep,90.05017970317131,0,0,0
A43_110,32,3,0.5,245.947231787305,0,9.094947017729282e-13,-151.39686062350557
A43_110,32,3,0.65,98.85254874042505,0,0.0,18.825835073702688
A43_110,32,3,0.8,539.6395733997907,0,9.094947017729282e-13,535.0082231500382
A43_110,32,3,0.9,1057.025194162369,0,9.094947017729282e-13,1061.1861496444956
A43_111,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
A43_111,32,1,keep,67.20846246780074,0,0,0
A43_111,32,1,0.5,524.7805457216564,0,1.1368683772161603e-13,-2961.8376705799838
A43_111,32,1,0.65,-1592.8431135871276,0,9.094947017729282e-13,-2291.083368669732
A43_111,32,1,0.8,-1484.7456024369824,0,2.2737367544323206e-13,-1589.711002183982
A43_111,32,1,0.9,-413.7211456281524,0,9.094947017729282e-13,-458.47532280101956
A43_111,32,2,keep,202.2904354065906,0,0,0
A43_111,32,2,0.5,543.611860586295,0,5.684341886080802e-14,-644.0802000269086
A43_111,32,2,0.65,10.743399362678133,0,1.1368683772161603e-13,-165.6208644145824
A43_111,32,2,0.8,909.7276136708049,0,5.684341886080802e-14,905.6180778774509
A43_111,32,2,0.9,1770.7351690114622,0,9.094947017729282e-13,1780.0767910390955
A43_111,32,3,keep,90.05017970317131,0,0,0
A43_111,32,3,0.5,245.947231787305,0,9.094947017729282e-13,-151.39686062350557
A43_111,32,3,0.65,98.85254874042505,0,0.0,18.825835073702688
A43_111,32,3,0.8,539.6395733997907,0,9.094947017729282e-13,535.0082231500382
A43_111,32,3,0.9,1057.025194162369,0,9.094947017729282e-13,1061.1861496444956
A43_update_only,32,0,initial,,0,9.094947017729282e-13,61356.31940550199
A43_adjust_only,32,0,initial,,0,9.094947017729282e-13,61589.869022455205
A43_adjust_only,32,1,keep,363.71918428344435,0,0,0
A43_adjust_only,32,1,0.5,3647.2448953110593,0,9.094947017729282e-13,-1948.6750655525973
A43_adjust_only,32,1,0.65,674.0395230170684,0,9.094947017729282e-13,-1157.910262775643
A43_adjust_only,32,1,0.9,3831.2522988320375,0,9.094947017729282e-13,3798.078850715994
A43_adjust_only,32,2,keep,14.573357398037446,0,0,0
A43_adjust_only,32,2,0.5,1547.4599115038318,0,1.1368683772161603e-13,-2006.8022349843511
A43_adjust_only,32,2,0.65,-505.0698872356202,0,1.1368683772161603e-13,-1465.501962304765
A43_adjust_only,32,2,0.8,-659.0934292942139,0,1.1368683772161603e-13,-688.342089213197
A43_adjust_only,32,2,0.9,1018.5744201184469,0,9.094947017729282e-13,1012.6254885625136
A43_adjust_only,32,3,keep,12.190526804183834,0,0,0
A43_adjust_only,32,3,0.5,167.68780234901027,0,0.0,-325.2844075113879
A43_adjust_only,32,3,0.65,-64.67905614836499,0,0.0,-170.76333451332852
A43_adjust_only,32,3,0.9,519.3826547805171,0,9.094947017729282e-13,518.7223345760603
A42,33,0,initial,,0,4.547473508864641e-13,60285.189090176376
B42,33,0,initial,,0,4.547473508864641e-13,60285.189090176376
B43,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
B43,33,1,keep,15.177699033086366,0,0,0
B43,33,1,0.5,-360.8343750334766,0,9.094947017729282e-13,-3666.7335515424406
B43,33,1,0.65,-2463.028694806556,0,9.094947017729282e-13,-2983.800291217283
B43,33,1,0.8,-2251.646982429568,0,9.094947017729282e-13,-2287.437333930727
B43,33,1,0.9,-1222.2013103626202,0,9.094947017729282e-13,-1234.1719394923532
B43,33,2,keep,190.73679023456694,0,0,0
B43,33,2,0.5,569.2316541558312,0,9.094947017729282e-13,-686.247577345191
B43,33,2,0.65,-66.04587611100979,0,4.547473508864641e-13,-263.17839801216496
B43,33,2,0.8,779.9151763018465,0,9.094947017729282e-13,766.7087015519147
B43,33,2,0.9,1617.2093243239763,0,9.094947017729282e-13,1616.868110666358
B43,33,3,keep,247.39306109772875,0,0,0
B43,33,3,0.5,428.9799052803423,0,9.094947017729282e-13,-103.5659683656258
B43,33,3,0.65,276.2294083770203,0,4.547473508864641e-13,180.9383265899066
B43,33,3,0.8,681.4605072746791,0,9.094947017729282e-13,675.0147682094627
B43,33,3,0.9,1173.5594427255369,0,9.094947017729282e-13,1173.446999653863
A43_000,33,0,initial,,0,9.094947017729282e-13,64585.98377260339
A43_001,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_001,33,1,keep,19.131065517247496,0,0,0
A43_001,33,1,0.5,-371.2051096908772,0,9.094947017729282e-13,-3666.7335515424406
A43_001,33,1,0.65,-2409.264477804304,0,9.094947017729282e-13,-2983.800291217283
A43_001,33,1,0.8,-2226.0772592260982,0,9.094947017729282e-13,-2287.437333930727
A43_001,33,1,0.9,-1205.4416034219546,0,9.094947017729282e-13,-1234.1719394923532
A43_010,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_010,33,2,keep,11.703100851148152,0,0,0
A43_010,33,2,0.5,-1780.0667502411363,0,9.094947017729282e-13,-3106.181151000313
A43_010,33,2,0.65,-2484.6936817317505,0,4.547473508864641e-13,-2726.3705601989773
A43_010,33,2,0.8,-2242.388728534814,0,9.094947017729282e-13,-2272.2152446710056
A43_010,33,2,0.9,-1585.8173406373935,0,9.094947017729282e-13,-1598.6936611068993
A43_011,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_011,33,1,keep,19.131065517247496,0,0,0
A43_011,33,1,0.5,-371.2051096908772,0,9.094947017729282e-13,-3666.7335515424406
A43_011,33,1,0.65,-2409.264477804304,0,9.094947017729282e-13,-2983.800291217283
A43_011,33,1,0.8,-2226.0772592260982,0,9.094947017729282e-13,-2287.437333930727
A43_011,33,1,0.9,-1205.4416034219546,0,9.094947017729282e-13,-1234.1719394923532
A43_011,33,2,keep,191.40833334727802,0,0,0
A43_011,33,2,0.5,637.6405809532787,0,9.094947017729282e-13,-686.247577345191
A43_011,33,2,0.65,-52.60440724994527,0,4.547473508864641e-13,-263.17839801216496
A43_011,33,2,0.8,777.7654231625472,0,9.094947017729282e-13,766.7087015519147
A43_011,33,2,0.9,1610.340500083223,0,9.094947017729282e-13,1616.868110666358
A43_100,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_100,33,3,keep,11.732805736510885,0,0,0
A43_100,33,3,0.5,179.2067928680044,0,9.094947017729282e-13,-330.82979014348365
A43_100,33,3,0.65,-78.41958719193141,0,4.547473508864641e-13,-166.0210957634547
A43_100,33,3,0.9,495.53264817665365,0,9.094947017729282e-13,498.4322314444001
A43_101,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_101,33,1,keep,19.131065517247496,0,0,0
A43_101,33,1,0.5,-371.2051096908772,0,9.094947017729282e-13,-3666.7335515424406
A43_101,33,1,0.65,-2409.264477804304,0,9.094947017729282e-13,-2983.800291217283
A43_101,33,1,0.8,-2226.0772592260982,0,9.094947017729282e-13,-2287.437333930727
A43_101,33,1,0.9,-1205.4416034219546,0,9.094947017729282e-13,-1234.1719394923532
A43_101,33,3,keep,237.63816006408555,0,0,0
A43_101,33,3,0.5,411.87715095868646,0,9.094947017729282e-13,-103.5659683656258
A43_101,33,3,0.65,272.4160388994851,0,4.547473508864641e-13,180.9383265899066
A43_101,33,3,0.8,676.6071007752968,0,9.094947017729282e-13,675.0147682094627
A43_101,33,3,0.9,1165.3010042036674,0,9.094947017729282e-13,1173.446999653863
A43_110,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_110,33,2,keep,11.703100851148152,0,0,0
A43_110,33,2,0.5,-1780.0667502411363,0,9.094947017729282e-13,-3106.181151000313
A43_110,33,2,0.65,-2484.6936817317505,0,4.547473508864641e-13,-2726.3705601989773
A43_110,33,2,0.8,-2242.388728534814,0,9.094947017729282e-13,-2272.2152446710056
A43_110,33,2,0.9,-1585.8173406373935,0,9.094947017729282e-13,-1598.6936611068993
A43_110,33,3,keep,258.09062178527057,0,0,0
A43_110,33,3,0.5,416.5447483884285,0,9.094947017729282e-13,-95.99453622456791
A43_110,33,3,0.65,291.9007546711683,0,4.547473508864641e-13,203.30771395469932
A43_110,33,3,0.8,698.4388170076146,0,9.094947017729282e-13,697.3841555742554
A43_110,33,3,0.9,1187.4219897059575,0,9.094947017729282e-13,1195.8163870186559
A43_111,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_111,33,1,keep,19.131065517247496,0,0,0
A43_111,33,1,0.5,-371.2051096908772,0,9.094947017729282e-13,-3666.7335515424406
A43_111,33,1,0.65,-2409.264477804304,0,9.094947017729282e-13,-2983.800291217283
A43_111,33,1,0.8,-2226.0772592260982,0,9.094947017729282e-13,-2287.437333930727
A43_111,33,1,0.9,-1205.4416034219546,0,9.094947017729282e-13,-1234.1719394923532
A43_111,33,2,keep,191.40833334727802,0,0,0
A43_111,33,2,0.5,637.6405809532787,0,9.094947017729282e-13,-686.247577345191
A43_111,33,2,0.65,-52.60440724994527,0,4.547473508864641e-13,-263.17839801216496
A43_111,33,2,0.8,777.7654231625472,0,9.094947017729282e-13,766.7087015519147
A43_111,33,2,0.9,1610.340500083223,0,9.094947017729282e-13,1616.868110666358
A43_111,33,3,keep,237.63816006408555,0,0,0
A43_111,33,3,0.5,411.87715095868646,0,9.094947017729282e-13,-103.5659683656258
A43_111,33,3,0.65,272.4160388994851,0,4.547473508864641e-13,180.9383265899066
A43_111,33,3,0.8,676.6071007752968,0,9.094947017729282e-13,675.0147682094627
A43_111,33,3,0.9,1165.3010042036674,0,9.094947017729282e-13,1173.446999653863
A43_update_only,33,0,initial,,0,9.094947017729282e-13,64585.98377260339
A43_adjust_only,33,0,initial,,0,9.094947017729282e-13,64651.89683461207
A43_adjust_only,33,1,keep,336.65790345207085,0,0,0
A43_adjust_only,33,1,0.5,3373.587731155502,0,9.094947017729282e-13,-1951.7169573122292
A43_adjust_only,33,1,0.65,674.7040142630035,0,4.547473508864641e-13,-1161.1858931855693
A43_adjust_only,33,1,0.9,3731.1987805069466,0,9.094947017729282e-13,3694.351361317527
A43_adjust_only,33,2,keep,22.545875681711447,0,0,0
A43_adjust_only,33,2,0.5,1553.901246011056,0,9.094947017729282e-13,-2019.9729849800478
A43_adjust_only,33,2,0.65,-429.2249852949601,0,9.094947017729282e-13,-1482.62665958476
A43_adjust_only,33,2,0.8,-675.6071741863473,0,9.094947017729282e-13,-717.9336210581292
A43_adjust_only,33,2,0.9,958.5806493318846,0,9.094947017729282e-13,955.0434222120412
A43_adjust_only,33,3,keep,17.10698015808312,0,0,0
A43_adjust_only,33,3,0.5,291.77633517663014,0,9.094947017729282e-13,-321.3935267556364
A43_adjust_only,33,3,0.65,-17.936318697925145,0,4.547473508864641e-13,-161.28567339752018
A43_adjust_only,33,3,0.9,488.2579610649981,0,9.094947017729282e-13,488.12271535164297
A42,34,0,initial,,0,9.094947017729282e-13,58412.74142973636
B42,34,0,initial,,0,9.094947017729282e-13,58412.74142973636
B43,34,0,initial,,0,9.094947017729282e-13,64821.803932138515
B43,34,1,keep,37.279156401806944,0,0,0
B43,34,1,0.5,-23.593700041451484,0,1.8189894035458565e-12,-3273.177290230926
B43,34,1,0.65,-2014.667016460381,0,4.547473508864641e-13,-2594.636525301351
B43,34,1,0.8,-1850.2183279758494,0,9.094947017729282e-13,-1895.4061680937305
B43,34,1,0.9,-458.61009024917786,0,4.547473508864641e-13,-478.6979606411695
B43,34,2,keep,202.62217523120964,0,0,0
B43,34,2,0.5,141.4768680273296,0,9.094947017729282e-13,-1059.8623391751266
B43,34,2,0.65,-468.64699391870704,0,4.547473508864641e-13,-688.2234715867766
B43,34,2,0.8,296.8913835597187,0,9.094947017729282e-13,283.5457423434973
B43,34,2,0.9,1170.93389216322,0,2.2737367544323206e-13,1170.6622802397842
B43,34,3,keep,271.4360036068612,0,0,0
B43,34,3,0.5,403.0612678743352,0,9.094947017729282e-13,-83.03675227258093
B43,34,3,0.65,291.04729448403526,0,4.547473508864641e-13,194.86227460675033
B43,34,3,0.8,698.3029610404145,0,1.8189894035458565e-12,692.3115765842771
B43,34,3,0.9,1212.2204338535814,0,2.2737367544323206e-13,1212.1451987917571
A43_000,34,0,initial,,0,9.094947017729282e-13,64631.93603718838
A43_001,34,0,initial,,0,9.094947017729282e-13,64821.803932138515
A43_001,34,1,keep,40.08385375347648,0,0,0
A43_001,34,1,0.5,-83.91914725925153,0,1.8189894035458565e-12,-3273.177290230926
A43_001,34,1,0.65,-1984.72784260054,0,4.547473508864641e-13,-2594.636525301351
A43_001,34,1,0.8,-1837.552365104009,0,9.094947017729282e-13,-1895.4061680937305
A43_001,34,1,0.9,-461.4210358077883,0,4.547473508864641e-13,-478.6979606411695
A43_010,34,0,initial,,0,9.094947017729282e-13,64827.776569571535
A43_010,34,2,keep,11.533189196484315,0,0,0
A43_010,34,2,0.5,-2167.9901506601336,0,9.094947017729282e-13,-3443.2739750167316
A43_010,34,2,0.65,-2829.334601783437,0,4.547473508864641e-13,-3071.635107428382
A43_010,34,2,0.8,-2610.1502875104666,0,9.094947017729282e-13,-2635.753849002447
A43_010,34,2,0.9,-1912.1013147050003,0,2.2737367544323206e-13,-1921.9723697057834
A43_011,34,0,initial,,0,9.094947017729282e-13,64821.803932138515
A43_011,34,1,keep,40.08385375347648,0,0,0
A43_011,34,1,0.5,-83.91914725925153,0,1.8189894035458565e-12,-3273.177290230926
A43_011,34,1,0.65,-1984.72784260054,0,4.547473508864641e-13,-2594.636525301351
A43_011,34,1,0.8,-1837.552365104009,0,9.094947017729282e-13,-1895.4061680937305
A43_011,34,1,0.9,-461.4210358077883,0,4.547473508864641e-13,-478.6979606411695
A43_011,34,2,keep,202.77947114106442,0,0,0
A43_011,34,2,0.5,205.92963602918098,0,9.094947017729282e-13,-1059.8623391751266
A43_011,34,2,0.65,-454.3930922115793,0,4.547473508864641e-13,-688.2234715867766
A43_011,34,2,0.8,300.298913160123,0,9.094947017729282e-13,283.5457423434973
A43_011,34,2,0.9,1172.3008878046737,0,2.2737367544323206e-13,1170.6622802397842
A43_100,34,0,initial,,0,9.094947017729282e-13,64772.19607122993
A43_100,34,3,keep,11.684852862349716,0,0,0
A43_100,34,3,0.5,152.86768529616802,0,9.094947017729282e-13,-317.3717858790152
A43_100,34,3,0.65,-75.18820980260112,0,4.547473508864641e-13,-167.86989178695947
A43_100,34,3,0.9,516.2627493177715,0,2.2737367544323206e-13,519.8336222074772
A43_101,34,0,initial,,0,9.094947017729282e-13,64821.803932138515
A43_101,34,1,keep,40.08385375347648,0,0,0
A43_101,34,1,0.5,-83.91914725925153,0,1.8189894035458565e-12,-3273.177290230926
A43_101,34,1,0.65,-1984.72784260054,0,4.547473508864641e-13,-2594.636525301351
A43_101,34,1,0.8,-1837.552365104009,0,9.094947017729282e-13,-1895.4061680937305
A43_101,34,1,0.9,-461.4210358077883,0,4.547473508864641e-13,-478.6979606411695
